,latitude,longitude,possible_illegal,room_type
5118,40.6566005178,-73.9616150792,False,Entire home/apt
5119,40.6607570274,-73.9550618587,False,Entire home/apt
5121,40.6585396895,-73.950706674,False,Entire home/apt
5126,40.6584999488,-73.9590584718,False,Private room
5127,40.6603745231,-73.9590089909,False,Entire home/apt
5130,40.6600931428,-73.9623732978,False,Private room
5132,40.6619932002,-73.9629428814,False,Private room
5138,40.6619492078,-73.9527513799,False,Entire home/apt
5139,40.6621676604,-73.9505077359,False,Entire home/apt
5144,40.6546515975,-73.9612330849,False,Private room
5146,40.6617323573,-73.9615819744,True,Private room
5151,40.662890763,-73.9617537402,False,Entire home/apt
5152,40.6578721313,-73.958530147,True,Private room
5153,40.6605682249,-73.9618122761,False,Private room
5154,40.6621056657,-73.9512520419,False,Private room
5163,40.6553890642,-73.952719774,False,Entire home/apt
5165,40.6594762553,-73.9620434781,False,Entire home/apt
5167,40.6574747463,-73.9609982599,False,Private room
5168,40.6615659968,-73.9527072535,True,Entire home/apt
5169,40.6603863583,-73.9614794242,False,Entire home/apt
5172,40.6590775551,-73.9612549858,True,Entire home/apt
5174,40.6608275171,-73.962469649,False,Private room
5175,40.6596148177,-73.9617670183,False,Entire home/apt
5177,40.6602048819,-73.9504329161,False,Private room
5180,40.6618177893,-73.9533816725,False,Private room
5181,40.6623091385,-73.9539429017,False,Private room
5193,40.6623940621,-73.9457594185,False,Entire home/apt
5194,40.6562098125,-73.9569630773,False,Entire home/apt
5195,40.6598598842,-73.9616259931,False,Entire home/apt
5196,40.6584107696,-73.9501624918,False,Private room
5202,40.6559477199,-73.9558473675,False,Private room
5213,40.8118123728,-73.9213858185,False,Private room
5219,40.8105036324,-73.9250705679,True,Private room
5223,40.8129157785,-73.921064948,False,Private room
5226,40.8129097507,-73.9077249126,True,Private room
5227,40.810491435,-73.9042966761,False,Private room
5231,40.8102433431,-73.9263174179,False,Entire home/apt
5238,40.811284813,-73.9239896246,False,Private room
5239,40.8129031069,-73.9165105753,False,Private room
5241,40.8099272266,-73.9261305287,False,Entire home/apt
5244,40.8119179783,-73.9094885032,False,Private room
5250,40.807718963,-73.9179060342,True,Private room
5253,40.8081608773,-73.9214741816,False,Entire home/apt
5254,40.8105546441,-73.9248213868,True,Private room
5271,40.6907128373,-73.9927682321,False,Private room
5279,40.6948230281,-73.9922168127,True,Entire home/apt
5287,40.6989769483,-73.9925675923,False,Entire home/apt
5289,40.6979804588,-73.9959753801,False,Entire home/apt
5291,40.692392918,-73.9944182069,False,Entire home/apt
5297,40.6954390531,-73.992267082,False,Entire home/apt
5298,40.6919111981,-73.9933095499,False,Entire home/apt
5301,40.6938245418,-73.9933446986,False,Entire home/apt
5302,40.6984647238,-73.9931209704,False,Private room
5303,40.6900945297,-73.9935462677,False,Entire home/apt
5304,40.7022447099,-73.9939634606,True,Entire home/apt
5305,40.6912650054,-73.9955231277,True,Entire home/apt
5306,40.6908176435,-73.9928077955,False,Entire home/apt
5307,40.7007012626,-73.9925717762,False,Entire home/apt
5309,40.6938550939,-73.9949349967,False,Entire home/apt
5310,40.6916520444,-73.9976427588,False,Entire home/apt
5311,40.692763752,-73.996301075,True,Private room
5313,40.6944319569,-73.9906815913,False,Entire home/apt
5317,40.701171819,-73.9914691179,False,Private room
5319,40.6939485436,-73.9945503233,False,Private room
5320,40.6911589919,-73.9939788325,False,Entire home/apt
5323,40.6961479512,-73.9960131623,False,Entire home/apt
5327,40.6946440945,-73.9988523144,False,Entire home/apt
5331,40.6944116067,-73.9977112174,True,Entire home/apt
5332,40.6925977648,-73.998318959,False,Private room
5335,40.6981149849,-73.9930605376,False,Entire home/apt
5337,40.6928330113,-73.9946112087,False,Entire home/apt
5338,40.690652292,-73.9937950116,False,Entire home/apt
5344,40.6938375551,-73.9926072865,False,Private room
5345,40.699639579,-73.9929940385,False,Entire home/apt
5346,40.69748562,-73.9939631286,True,Entire home/apt
5347,40.6908829217,-73.9941582367,False,Entire home/apt
5348,40.6922431917,-73.9963841894,False,Entire home/apt
5349,40.6947214981,-73.9985569523,False,Entire home/apt
5350,40.6945039802,-73.9954293003,False,Entire home/apt
5354,40.6941402504,-73.9922636549,True,Private room
5357,40.6968337522,-73.9920622839,True,Entire home/apt
5360,40.6984047822,-73.9915046836,True,Private room
5365,40.6944944618,-73.9972743646,False,Private room
5367,40.694173051,-73.9944302006,True,Private room
5368,40.6923266605,-73.9938354503,True,Private room
5369,40.6931340274,-73.9907544217,False,Entire home/apt
5374,40.692969186,-73.9975834777,True,Entire home/apt
5381,40.6939217777,-73.9962689435,False,Entire home/apt
5390,40.693409601,-73.9945852923,False,Entire home/apt
5392,40.6927077332,-73.9936487706,False,Entire home/apt
5393,40.697230425,-73.9926848926,False,Entire home/apt
5397,40.6668199032,-73.923027411,True,Private room
5400,40.6674813148,-73.9255405129,False,Entire home/apt
5404,40.6683268079,-73.923577328,True,Entire home/apt
5408,40.6755647441,-73.9047627662,False,Entire home/apt
5412,40.6706123531,-73.9167220303,True,Private room
5415,40.6706487387,-73.9164330747,False,Private room
5416,40.6679158535,-73.9253834542,False,Shared room
5419,40.6644679349,-73.91743113,False,Private room
5420,40.6637371625,-73.9173325328,False,Private room
5422,40.6646509697,-73.9186693915,False,Private room
5423,40.6706776894,-73.9163325112,True,Private room
5425,40.6679995658,-73.9247066319,True,Private room
5431,40.6693802901,-73.9183060133,True,Private room
5432,40.6608596568,-73.9125526976,False,Private room
5434,40.6682679489,-73.925092131,True,Entire home/apt
5443,40.6937490816,-73.9102338445,False,Private room
5446,40.7033833599,-73.9137384148,False,Private room
5447,40.7022502493,-73.9128919658,False,Private room
5449,40.7007834935,-73.9156875571,False,Entire home/apt
5453,40.700524986,-73.9217178487,False,Private room
5454,40.6906570589,-73.9079615608,False,Private room
5455,40.6931943096,-73.9237544544,False,Private room
5466,40.6997552021,-73.9220053763,False,Private room
5467,40.6923856838,-73.9082078037,False,Private room
5479,40.6942926733,-73.9063207286,False,Private room
5483,40.7069073581,-73.9206274149,False,Entire home/apt
5484,40.6938042107,-73.925616569,False,Entire home/apt
5486,40.6890806561,-73.9145189744,False,Private room
5488,40.691843644,-73.9059314021,False,Private room
5491,40.7032266185,-73.9283597034,False,Entire home/apt
5494,40.7015825182,-73.927237709,False,Private room
5496,40.6864630472,-73.9131335644,False,Entire home/apt
5504,40.7001764472,-73.9258609153,False,Entire home/apt
5510,40.7004344699,-73.9216677073,False,Private room
5512,40.699177484,-73.9288571934,True,Private room
5516,40.701606913,-73.9291947549,False,Shared room
5518,40.6977643546,-73.9093902091,False,Entire home/apt
5520,40.7050525763,-73.9223890312,False,Entire home/apt
5527,40.6876661702,-73.9080056672,True,Private room
5528,40.7057489092,-73.9224324887,True,Entire home/apt
5530,40.6877988958,-73.9145248058,True,Entire home/apt
5540,40.6945074403,-73.9239734817,False,Private room
5548,40.6997604179,-73.9296845934,False,Private room
5551,40.6923340302,-73.9057884904,True,Private room
5555,40.6912460034,-73.9166652663,False,Private room
5557,40.7022645184,-73.9279703877,False,Private room
5560,40.6991050763,-73.9140512775,False,Private room
5561,40.7026961992,-73.9281056685,False,Entire home/apt
5562,40.6862641465,-73.9132371843,False,Entire home/apt
5565,40.7075315534,-73.9204783344,False,Entire home/apt
5566,40.6892649186,-73.9159526927,True,Private room
5572,40.6981119721,-73.9308952074,False,Private room
5573,40.6882415917,-73.9049083987,False,Entire home/apt
5581,40.6969885114,-73.9338659975,True,Private room
5582,40.6901186377,-73.915402481,True,Private room
5586,40.6968554346,-73.9304153845,True,Entire home/apt
5587,40.704616871,-73.9228029902,False,Entire home/apt
5591,40.7016803454,-73.9284467155,False,Private room
5609,40.7046988657,-73.9218081362,True,Private room
5611,40.7017363983,-73.926622295,True,Entire home/apt
5613,40.6999839062,-73.9196738453,False,Private room
5614,40.7022156308,-73.9329414769,False,Entire home/apt
5615,40.6999436089,-73.9237788657,False,Entire home/apt
5617,40.6989744158,-73.9363004639,False,Private room
5622,40.7002209353,-73.9303189254,True,Private room
5623,40.6977944852,-73.9253671431,False,Private room
5625,40.6963151453,-73.9159841991,False,Private room
5627,40.7004455783,-73.9156848771,False,Private room
5628,40.6863956047,-73.9133010453,False,Private room
5631,40.6875309679,-73.9066150116,False,Private room
5636,40.6968190115,-73.9145797814,False,Private room
5638,40.6983040871,-73.9260685546,False,Private room
5640,40.7026022005,-73.9278701502,False,Entire home/apt
5644,40.7009243096,-73.9294523735,False,Entire home/apt
5650,40.7014538693,-73.9379843759,False,Private room
5653,40.6985569154,-73.9308660405,False,Private room
5656,40.7025242345,-73.9278992983,False,Private room
5659,40.6965494669,-73.9332303012,True,Private room
5663,40.6905442619,-73.9144582504,False,Private room
5665,40.6907369423,-73.9078349437,False,Shared room
5668,40.6983623303,-73.9352114739,False,Entire home/apt
5669,40.6942587132,-73.9242382354,True,Private room
5673,40.7037440245,-73.9301610712,False,Private room
5677,40.6916696023,-73.9216904599,False,Private room
5679,40.6964983391,-73.9103624088,False,Private room
5681,40.6905447172,-73.9140337813,False,Private room
5683,40.6904846076,-73.9219252446,True,Private room
5688,40.7015404124,-73.9280159475,True,Entire home/apt
5691,40.6991413139,-73.9359063823,True,Shared room
5694,40.6925422953,-73.9109230383,False,Private room
5698,40.6915011239,-73.9132441863,False,Private room
5700,40.69105844,-73.9209056768,False,Entire home/apt
5705,40.6890866234,-73.9172953228,True,Entire home/apt
5708,40.7061868558,-73.9244938696,False,Private room
5714,40.7034627029,-73.9277221135,True,Entire home/apt
5717,40.6996712093,-73.9215927754,False,Entire home/apt
5718,40.70478663,-73.9231602646,False,Private room
5722,40.697294815,-73.9299232127,False,Private room
5723,40.6922563295,-73.9228638604,False,Entire home/apt
5728,40.707163402,-73.9217094032,True,Entire home/apt
5733,40.7040552927,-73.9181070052,False,Private room
5739,40.7014768329,-73.9123226223,True,Entire home/apt
5740,40.7001351489,-73.9270469582,False,Entire home/apt
5746,40.7056512751,-73.9210765539,False,Private room
5754,40.6890604602,-73.9055069205,False,Private room
5758,40.6989487946,-73.9135695819,False,Private room
5760,40.6993514456,-73.9227955586,False,Private room
5763,40.697933694,-73.9365493823,False,Private room
5770,40.7045121467,-73.9258775189,False,Entire home/apt
5771,40.702039397,-73.931837943,False,Private room
5772,40.6879947153,-73.9167712693,True,Private room
5773,40.7024023987,-73.9215876134,False,Private room
5776,40.6981974666,-73.9285206946,True,Private room
5781,40.7011151291,-73.912010354,False,Private room
5791,40.6999854293,-73.9386295795,False,Entire home/apt
5792,40.6970768018,-73.9295441586,True,Private room
5793,40.6953170104,-73.9199432142,False,Entire home/apt
5795,40.7011324284,-73.9111870151,False,Entire home/apt
5796,40.6815835942,-73.9080385431,True,Private room
5799,40.6813468579,-73.9046022671,False,Private room
5803,40.7048415305,-73.921593121,False,Private room
5804,40.7045053951,-73.9268496906,True,Entire home/apt
5805,40.7040307214,-73.9127610875,False,Entire home/apt
5806,40.7082728978,-73.9226399579,True,Entire home/apt
5810,40.6945225285,-73.9283984972,False,Private room
5811,40.6916415451,-73.902153169,True,Private room
5812,40.6933471573,-73.9048978753,False,Private room
5814,40.6977195149,-73.9303577416,False,Entire home/apt
5817,40.7029907569,-73.9264838473,False,Private room
5822,40.6942102771,-73.9210394632,False,Private room
5824,40.698441819,-73.9333982992,False,Entire home/apt
5830,40.6993156508,-73.9178092903,False,Entire home/apt
5831,40.6984102962,-73.9353924994,True,Private room
5833,40.7026350041,-73.9170208774,False,Entire home/apt
5836,40.7013127036,-73.9174490611,False,Private room
5842,40.6954524317,-73.9196692541,True,Private room
5850,40.7002149204,-73.9224118472,False,Private room
5851,40.7012000141,-73.9274686797,True,Private room
5853,40.7048190029,-73.9216835996,True,Private room
5855,40.6950199736,-73.9064535645,True,Private room
5857,40.6882005309,-73.9059767521,False,Private room
5858,40.6816716402,-73.9078833433,False,Private room
5861,40.6930877909,-73.9057982163,False,Private room
5863,40.6999340794,-73.9181595577,False,Entire home/apt
5866,40.7025383587,-73.9309475271,False,Private room
5868,40.7009316829,-73.9237524539,False,Private room
5872,40.6981503902,-73.921237103,False,Entire home/apt
5878,40.703174326,-73.9272362745,False,Private room
5886,40.6990188966,-73.9310172273,False,Shared room
5895,40.6876887846,-73.9137721103,False,Private room
5897,40.7004467666,-73.9383218531,False,Private room
5900,40.6812542138,-73.9070417146,False,Entire home/apt
5902,40.698927405,-73.9154895754,False,Private room
5906,40.6914225167,-73.9138678475,False,Private room
5907,40.6940113112,-73.9064399673,False,Private room
5910,40.6980344706,-73.9351463885,False,Private room
5912,40.6954522034,-73.9233564735,False,Entire home/apt
5913,40.7012350855,-73.9221772454,True,Private room
5921,40.6985270202,-73.9279337725,False,Private room
5925,40.6963519512,-73.9298206129,False,Entire home/apt
5937,40.6881116792,-73.9131613891,True,Entire home/apt
5941,40.7014036886,-73.916579935,False,Entire home/apt
5943,40.701177813,-73.9298695851,False,Shared room
5946,40.6934913341,-73.9071489876,False,Entire home/apt
5949,40.6947645094,-73.9235859718,False,Entire home/apt
5950,40.6950356319,-73.9270877058,False,Entire home/apt
5952,40.7021718394,-73.9223940633,False,Entire home/apt
5966,40.7084198362,-73.9208030838,False,Entire home/apt
5969,40.7020031129,-73.9280689024,False,Private room
5973,40.7040992259,-73.9241835974,False,Private room
5980,40.6861007781,-73.912412079,True,Private room
5982,40.6911045027,-73.9212528919,True,Entire home/apt
5987,40.7056091612,-73.92515013,True,Private room
5993,40.6964205037,-73.933605311,True,Entire home/apt
5997,40.6858114549,-73.9085649873,False,Private room
5999,40.6991088629,-73.9160123837,False,Private room
6004,40.6963865787,-73.9100761479,False,Private room
6006,40.7049633103,-73.9210601085,True,Private room
6011,40.7003873145,-73.937596375,True,Private room
6012,40.6988271297,-73.9336448315,True,Private room
6016,40.6969590146,-73.9343304222,False,Entire home/apt
6017,40.7020178483,-73.9174422496,True,Private room
6019,40.6912663242,-73.9097710876,True,Private room
6023,40.7007890594,-73.9145660412,False,Entire home/apt
6029,40.7033489546,-73.9289089659,False,Private room
6032,40.6877197945,-73.9151150621,False,Private room
6046,40.6960130667,-73.9223607183,False,Private room
6050,40.6890188897,-73.9156031253,True,Entire home/apt
6051,40.6998211705,-73.9195665278,True,Entire home/apt
6054,40.6969011791,-73.9343530056,True,Private room
6055,40.7059078522,-73.9198419064,False,Entire home/apt
6056,40.6863838213,-73.9136840301,True,Private room
6057,40.7051417502,-73.9192191627,False,Private room
6059,40.6977412436,-73.9119823925,True,Private room
6061,40.6996429065,-73.9289015742,False,Entire home/apt
6065,40.6894684829,-73.9166569633,False,Private room
6068,40.6893458323,-73.9126956679,False,Private room
6076,40.7011758716,-73.9282626771,False,Private room
6082,40.7031572352,-73.9292114956,True,Private room
6084,40.7039898189,-73.9281275889,True,Private room
6085,40.6941982171,-73.9202373547,False,Entire home/apt
6090,40.707835751,-73.9222447227,True,Entire home/apt
6094,40.7039262628,-73.9167871374,False,Private room
6096,40.6905765126,-73.9147053875,False,Private room
6100,40.6994185022,-73.9120943145,False,Private room
6108,40.6908799655,-73.9061827288,False,Shared room
6116,40.6975481835,-73.9274829791,True,Private room
6118,40.6824971472,-73.9081838945,True,Entire home/apt
6120,40.7042974112,-73.9271931835,False,Private room
6121,40.7003549775,-73.9257881339,True,Private room
6125,40.6990974513,-73.9142072455,False,Entire home/apt
6135,40.6903423982,-73.9166550856,False,Private room
6141,40.7004025152,-73.9271223308,False,Entire home/apt
6145,40.6921973228,-73.9239910011,True,Private room
6147,40.7049022455,-73.919997297,False,Private room
6156,40.6964413842,-73.9270665801,False,Entire home/apt
6159,40.6949616361,-73.9308755111,False,Private room
6168,40.7012129445,-73.9188327673,False,Private room
6169,40.7050798677,-73.9212359766,True,Private room
6173,40.7004074919,-73.9381644783,False,Private room
6178,40.6926459557,-73.9036633499,False,Entire home/apt
6184,40.6986418886,-73.9365334658,True,Private room
6186,40.7081780125,-73.9225636974,True,Entire home/apt
6187,40.6903782745,-73.914619532,False,Private room
6197,40.7028359945,-73.9159136661,False,Entire home/apt
6204,40.6986980546,-73.9157771571,True,Private room
6205,40.7043903972,-73.926194638,False,Private room
6210,40.6879557845,-73.9190566882,False,Private room
6211,40.6984814104,-73.9264647903,False,Private room
6212,40.7023353096,-73.9294249749,True,Private room
6214,40.6994604787,-73.9243907248,False,Entire home/apt
6225,40.6934459958,-73.906439162,False,Entire home/apt
6227,40.6945707258,-73.9233418952,False,Entire home/apt
6229,40.7032229501,-73.9291337501,False,Private room
6232,40.6919536296,-73.9206771184,False,Entire home/apt
6233,40.696020462,-73.9235703174,False,Entire home/apt
6236,40.6974515635,-73.9252714997,False,Private room
6238,40.697950937,-73.9216177655,False,Private room
6239,40.7007638873,-73.922818692,False,Private room
6240,40.6939617748,-73.9064564591,True,Private room
6250,40.7048706893,-73.9265556319,False,Private room
6255,40.704369413,-73.9232039999,True,Entire home/apt
6256,40.6928909173,-73.9231179556,False,Private room
6260,40.687769807,-73.9160128366,False,Private room
6262,40.6989379475,-73.9299642155,False,Private room
6275,40.6854188923,-73.9135706476,False,Private room
6276,40.7027085344,-73.9156561505,False,Entire home/apt
6279,40.6977524158,-73.9345491063,True,Private room
6289,40.7044196766,-73.9248402277,True,Entire home/apt
6294,40.6854069402,-73.9121123318,False,Private room
6295,40.6877872103,-73.9140741326,False,Entire home/apt
6297,40.7008313972,-73.9167944409,True,Entire home/apt
6298,40.7033672214,-73.9307096899,False,Entire home/apt
6300,40.6976788464,-73.9335896301,True,Private room
6301,40.7074113329,-73.9223896736,False,Private room
6304,40.7052553035,-73.9227198775,True,Private room
6306,40.6983564403,-73.9212034855,False,Private room
6311,40.6955893653,-73.9278336602,False,Entire home/apt
6318,40.7074506401,-73.9225514445,False,Private room
6319,40.7005070582,-73.9291010135,False,Entire home/apt
6322,40.6875452912,-73.9185553388,True,Private room
6328,40.7078856203,-73.9204507569,False,Private room
6331,40.6863047326,-73.913778808,True,Private room
6334,40.6901172431,-73.9098500368,False,Entire home/apt
6335,40.7001498963,-73.9269304484,False,Private room
6336,40.6892271178,-73.9194569243,False,Private room
6343,40.6894916233,-73.917083761,True,Entire home/apt
6344,40.6952700534,-73.9293096659,False,Entire home/apt
6346,40.7015409314,-73.9215352157,False,Private room
6347,40.6943598834,-73.9253013176,True,Private room
6350,40.6990384408,-73.9128238159,False,Private room
6352,40.6842672047,-73.9092835456,True,Entire home/apt
6357,40.6869084923,-73.913173883,True,Private room
6359,40.6872454696,-73.909084917,False,Private room
6361,40.6898920552,-73.9212831784,True,Entire home/apt
6369,40.6876653997,-73.9126070905,True,Entire home/apt
6374,40.6957380944,-73.9311120172,False,Entire home/apt
6376,40.691687522,-73.9235128427,False,Private room
6379,40.700883544,-73.9183069612,False,Private room
6383,40.6904733291,-73.9156501199,False,Private room
6385,40.6953530596,-73.9184013429,False,Private room
6396,40.6981346685,-73.9343299904,False,Entire home/apt
6397,40.701705687,-73.9134375828,False,Private room
6407,40.7078143054,-73.9218439045,False,Private room
6409,40.7081804699,-73.922021533,True,Private room
6419,40.7066162909,-73.9229692169,True,Private room
6423,40.6997981458,-73.9291306864,False,Entire home/apt
6424,40.6909487615,-73.9238579908,False,Private room
6426,40.6856650872,-73.911835758,True,Private room
6429,40.7051898026,-73.9252140238,False,Entire home/apt
6433,40.7056945672,-73.9226807088,True,Private room
6434,40.6965104985,-73.9095522448,False,Private room
6440,40.6943531854,-73.9185222975,False,Private room
6444,40.7002317436,-73.9294859826,True,Private room
6446,40.6924342935,-73.9144787948,True,Entire home/apt
6448,40.6927410262,-73.9090438618,True,Private room
6450,40.6936554341,-73.911244032,True,Private room
6453,40.7035505251,-73.9257531562,False,Private room
6457,40.6865353327,-73.9152523764,False,Private room
6458,40.7001136803,-73.921185207,False,Private room
6470,40.6863866499,-73.9142601951,False,Private room
6472,40.7004824158,-73.9216451702,False,Entire home/apt
6473,40.6985626936,-73.931615669,True,Private room
6474,40.6996194905,-73.9166713562,False,Private room
6479,40.7023430087,-73.9242377613,False,Entire home/apt
6481,40.69392448,-73.9237340346,True,Entire home/apt
6483,40.6897890656,-73.9166121711,True,Private room
6485,40.701277575,-73.9266606844,False,Private room
6486,40.6943739078,-73.9260698197,True,Private room
6490,40.6975830029,-73.9341715912,False,Shared room
6493,40.6872070268,-73.9136675122,False,Private room
6494,40.6876140591,-73.9156604884,False,Private room
6496,40.6915751817,-73.9211473681,False,Entire home/apt
6504,40.6998215601,-73.9248959308,False,Private room
6508,40.6824317694,-73.906545716,True,Entire home/apt
6511,40.7061864992,-73.9191049137,False,Private room
6512,40.6928181693,-73.924769894,False,Private room
6516,40.6858224899,-73.9152525736,True,Private room
6519,40.705648452,-73.9225387635,True,Private room
6525,40.6927108348,-73.9253501146,True,Entire home/apt
6527,40.6838631003,-73.9093628631,True,Entire home/apt
6528,40.6875981992,-73.9167016978,True,Entire home/apt
6531,40.6936599968,-73.922805547,True,Private room
6532,40.702023841,-73.9326463355,False,Private room
6533,40.7005013362,-73.9385817748,True,Private room
6535,40.6980799307,-73.934720997,True,Private room
6538,40.6978527084,-73.912380637,False,Private room
6547,40.7054559456,-73.9170330133,False,Entire home/apt
6548,40.6951566149,-73.9244028704,False,Entire home/apt
6550,40.6818482857,-73.9065511796,True,Entire home/apt
6559,40.703662462,-73.9269034071,False,Entire home/apt
6560,40.6949833345,-73.9287092218,False,Private room
6570,40.6948645591,-73.9064854958,False,Private room
6571,40.6978204873,-73.929334713,False,Private room
6574,40.700342983,-73.9330146514,False,Entire home/apt
6578,40.7049515905,-73.9209013395,True,Private room
6580,40.7006807408,-73.9162139751,False,Private room
6582,40.6864632617,-73.9066735126,False,Private room
6588,40.70342909,-73.9253796184,False,Private room
6591,40.6995050028,-73.9321399352,True,Entire home/apt
6592,40.6909889257,-73.9166450275,False,Private room
6594,40.6943569704,-73.9299486134,False,Entire home/apt
6595,40.6930307697,-73.9061924517,False,Private room
6597,40.6991874609,-73.938180326,True,Private room
6599,40.6925213154,-73.9240972647,False,Private room
6600,40.6906360927,-73.9210017487,False,Entire home/apt
6612,40.693456875,-73.9076485295,True,Entire home/apt
6613,40.7034336325,-73.913425435,False,Private room
6619,40.6910801267,-73.9144285332,True,Private room
6625,40.6929967681,-73.9131819154,True,Entire home/apt
6626,40.6881903675,-73.9159723502,False,Entire home/apt
6627,40.7002136618,-73.9408124885,False,Private room
6636,40.6859368951,-73.9065278238,True,Entire home/apt
6638,40.682580803,-73.9047172169,True,Entire home/apt
6639,40.6920052776,-73.9241506013,False,Private room
6641,40.6976403559,-73.9308368723,False,Entire home/apt
6643,40.6971509995,-73.9286513711,False,Entire home/apt
6644,40.6930537316,-73.9039824111,True,Entire home/apt
6647,40.6997950901,-73.9326534971,False,Private room
6649,40.6998340706,-73.9335815114,True,Entire home/apt
6652,40.7065591844,-73.9199938369,False,Entire home/apt
6656,40.7048625702,-73.9258244295,False,Entire home/apt
6663,40.7044588503,-73.9210304994,False,Entire home/apt
6664,40.7018123771,-73.9272692102,True,Private room
6669,40.7023907012,-73.9189207215,False,Private room
6670,40.6999066316,-73.9281563873,False,Entire home/apt
6671,40.6890054461,-73.9064068786,False,Private room
6676,40.6973200882,-73.9294893158,False,Entire home/apt
6687,40.7050493259,-73.9228109339,True,Private room
6692,40.6986494749,-73.9297220365,False,Private room
6695,40.6958856694,-73.9323230851,False,Private room
6698,40.6880029939,-73.917096463,True,Entire home/apt
6700,40.7064372418,-73.9197890918,False,Private room
6701,40.7005634577,-73.9295048489,False,Private room
6711,40.6936824123,-73.9229510695,True,Entire home/apt
6714,40.6970170968,-73.9316650932,False,Private room
6715,40.7075052502,-73.9205838442,False,Entire home/apt
6716,40.7077006849,-73.9221183525,False,Private room
6721,40.7024838246,-73.9258641915,False,Entire home/apt
6723,40.6997893062,-73.9241218104,False,Private room
6732,40.6873209511,-73.9075601681,False,Private room
6733,40.701600328,-73.9186845733,False,Entire home/apt
6736,40.7012643814,-73.9328477895,False,Entire home/apt
6738,40.6991061331,-73.9244141736,False,Private room
6739,40.7044350241,-73.9200458931,True,Private room
6742,40.7003210461,-73.9382958349,False,Private room
6744,40.7054458736,-73.919289351,False,Entire home/apt
6751,40.6903643767,-73.9160790165,False,Private room
6752,40.698466624,-73.9278702357,False,Entire home/apt
6756,40.6913881551,-73.9135009483,True,Private room
6761,40.7004611465,-73.913374982,False,Private room
6763,40.7018930045,-73.9287219987,False,Private room
6768,40.701460132,-73.9279247489,False,Private room
6769,40.6997589088,-73.9125481962,True,Private room
6772,40.7065156443,-73.9227434076,True,Private room
6773,40.6931154833,-73.9235969552,False,Private room
6778,40.6957442469,-73.928596442,False,Private room
6788,40.6984465707,-73.9349460407,False,Private room
6792,40.7053576012,-73.9208673842,False,Entire home/apt
6796,40.6952843982,-73.9307875661,True,Private room
6798,40.7031479905,-73.9312388637,False,Private room
6801,40.6904306022,-73.9030036114,False,Private room
6803,40.6836350323,-73.9107631189,False,Private room
6809,40.7054773493,-73.9177556586,False,Private room
6810,40.7052357566,-73.9200070983,True,Entire home/apt
6813,40.7021330798,-73.9147240031,False,Private room
6815,40.7018810195,-73.9289465141,False,Private room
6816,40.6880725172,-73.9067419531,False,Private room
6820,40.7035306083,-73.9289259694,True,Private room
6821,40.6993711278,-73.9146340848,True,Entire home/apt
6825,40.703387631,-73.920407434,False,Entire home/apt
6826,40.6894323585,-73.9057421513,False,Private room
6828,40.6920024444,-73.9244633488,False,Private room
6837,40.6988985456,-73.9290443897,True,Entire home/apt
6839,40.6881680237,-73.9125679182,False,Private room
6841,40.7007913681,-73.9209541686,False,Private room
6843,40.6882104103,-73.9187023122,False,Entire home/apt
6845,40.6888785946,-73.919112898,False,Private room
6857,40.7005130386,-73.9201033053,False,Private room
6858,40.7013957279,-73.9133346893,False,Private room
6869,40.707107914,-73.922636026,True,Private room
6871,40.6997927625,-73.9207843167,False,Entire home/apt
6872,40.7045745449,-73.918694153,False,Private room
6875,40.7061703052,-73.9183202349,True,Entire home/apt
6878,40.6952008352,-73.9143037222,False,Private room
6888,40.6911278606,-73.9192653433,False,Entire home/apt
6889,40.701856186,-73.9274497914,True,Entire home/apt
6893,40.7064068097,-73.9176506245,False,Private room
6894,40.7030767249,-73.9276542742,False,Entire home/apt
6895,40.7002052381,-73.9405028327,True,Private room
6898,40.6975261937,-73.9102985897,False,Private room
6899,40.692954135,-73.9234931908,False,Private room
6907,40.6973455836,-73.9319202423,False,Private room
6913,40.6877368187,-73.9154975768,True,Entire home/apt
6914,40.6954084673,-73.931564528,False,Private room
6915,40.7010363559,-73.9187687966,False,Private room
6919,40.6978660207,-73.932021967,False,Private room
6923,40.6998664233,-73.9255152583,False,Entire home/apt
6929,40.7019232518,-73.9292793958,False,Private room
6935,40.6928760541,-73.9037416562,True,Private room
6936,40.7077119405,-73.9220361809,True,Entire home/apt
6943,40.6932919801,-73.9065576663,True,Private room
6944,40.6895818939,-73.9126163191,True,Entire home/apt
6953,40.7006883285,-73.9111414803,False,Entire home/apt
6962,40.7020672033,-73.9361272572,False,Entire home/apt
6965,40.7001617443,-73.9184549932,False,Private room
6967,40.6968491217,-73.9293265492,False,Private room
6968,40.7000391582,-73.9179050183,False,Private room
6969,40.6908659849,-73.9091699833,False,Entire home/apt
6972,40.6984868455,-73.9368493842,True,Entire home/apt
6975,40.6991434699,-73.9149712608,False,Private room
6977,40.6997909522,-73.9318283842,False,Private room
6982,40.6961071897,-73.922576846,False,Private room
6983,40.6950770175,-73.9105341756,False,Shared room
6986,40.6853856081,-73.9129468535,True,Entire home/apt
6987,40.7047396094,-73.9232761305,True,Private room
6991,40.7005400504,-73.9295443797,False,Private room
6993,40.6947207394,-73.9287372049,True,Private room
6995,40.6987317271,-73.9269904737,False,Private room
6996,40.7046448303,-73.9159561851,False,Private room
