,latitude,longitude,possible_illegal,room_type
16136,40.6348352277,-73.9511858309,False,Private room
16137,40.642945851,-73.961373166,False,Entire home/apt
16139,40.6543427597,-73.9605855948,False,Entire home/apt
16140,40.6433695356,-73.9629187262,False,Private room
16142,40.644783003,-73.9616163065,False,Private room
16144,40.6433725868,-73.9616551268,False,Private room
16145,40.6521844289,-73.9599902628,False,Entire home/apt
16147,40.6533781408,-73.963361149,False,Private room
16149,40.6468877783,-73.9604777691,False,Entire home/apt
16151,40.6450701361,-73.9593338648,True,Private room
16155,40.6534882369,-73.9552745695,False,Entire home/apt
16161,40.6359804446,-73.9561109685,False,Private room
16165,40.6355137189,-73.96387216,False,Private room
16170,40.6469125524,-73.958547014,False,Entire home/apt
16175,40.7412868073,-73.9837365695,False,Entire home/apt
16187,40.7394652118,-73.985931049,False,Entire home/apt
16191,40.7393469161,-73.9879084179,False,Entire home/apt
16192,40.7420654201,-73.9909406047,True,Entire home/apt
16198,40.7405842333,-73.9849863474,False,Entire home/apt
16200,40.7412457082,-73.9843937025,False,Entire home/apt
16204,40.7403192561,-73.9847042187,False,Entire home/apt
16205,40.7390679755,-73.9852096791,False,Entire home/apt
16208,40.7439992666,-73.9906958675,False,Entire home/apt
16210,40.7406788283,-73.9899946701,True,Entire home/apt
16225,40.7407077325,-73.9863180718,False,Private room
16229,40.743885025,-73.991585178,False,Private room
16230,40.7440593268,-73.9898624481,False,Private room
16231,40.7415329906,-73.9923305833,True,Entire home/apt
16232,40.7402981559,-73.9849803978,True,Entire home/apt
16234,40.7408103606,-73.9867121901,False,Private room
16235,40.7427017083,-73.9924296565,False,Entire home/apt
16240,40.7394459167,-73.9895462869,False,Entire home/apt
16247,40.7413773502,-73.9881379687,True,Entire home/apt
16249,40.739225638,-73.9858878731,False,Entire home/apt
16250,40.7419473733,-73.9909828243,False,Entire home/apt
16252,40.74362707,-73.9897664973,True,Entire home/apt
16269,40.6234508539,-73.9300133481,False,Private room
16272,40.6286808078,-73.9273896894,False,Private room
16274,40.6240742197,-73.9287658827,False,Private room
16275,40.6233828075,-73.9407835426,False,Entire home/apt
16282,40.6307883174,-73.9234672323,False,Entire home/apt
16283,40.6280178669,-73.927291362,False,Private room
16291,40.6293700235,-73.9421404396,False,Private room
16292,40.6204555968,-73.9429660907,True,Shared room
16295,40.6225000556,-73.9257760295,True,Entire home/apt
16296,40.6193808926,-73.9247089745,False,Entire home/apt
16297,40.6253552842,-73.9290045296,False,Private room
16298,40.6282956726,-73.9261896595,False,Private room
16299,40.6227626402,-73.9328870135,False,Entire home/apt
16304,40.6284129817,-73.9259147712,False,Private room
16305,40.6313457714,-73.9445381463,False,Private room
16313,40.625060185,-73.9304567537,True,Private room
16314,40.6167640256,-73.9255186511,True,Entire home/apt
16323,40.6679695415,-73.7453731484,True,Private room
16324,40.6716778934,-73.7474395211,False,Private room
16341,40.7560512277,-73.816899029,False,Private room
16342,40.7411398679,-73.8312040576,False,Entire home/apt
16343,40.7561247791,-73.8251692063,False,Private room
16344,40.7547330845,-73.8197921682,False,Private room
16347,40.7564434954,-73.8241740443,False,Private room
16351,40.7570290056,-73.8155052596,True,Private room
16354,40.7583627825,-73.8256525995,False,Private room
16355,40.7539367149,-73.8053828837,True,Private room
16360,40.7571734959,-73.8200434344,True,Private room
16361,40.75531707,-73.8205995665,True,Private room
16363,40.7507744988,-73.8067649988,True,Entire home/apt
16365,40.7534834017,-73.8178532058,True,Entire home/apt
16366,40.7447654903,-73.8248806373,True,Private room
16370,40.7533358249,-73.8169900829,True,Private room
16373,40.7617348672,-73.8076724939,True,Private room
16374,40.7539973159,-73.8070143138,True,Private room
16376,40.7582574483,-73.8259747302,False,Private room
16387,40.7509827505,-73.8176831003,False,Private room
16390,40.7641366907,-73.8189744992,False,Private room
16391,40.7414187554,-73.8202003271,True,Entire home/apt
16392,40.7644976777,-73.8308298252,True,Private room
16399,40.7524950389,-73.8112563768,True,Entire home/apt
16400,40.7508531765,-73.8100113888,True,Private room
16403,40.7642848939,-73.8322514343,True,Private room
16406,40.7450488639,-73.8267759484,True,Private room
16407,40.7673515931,-73.8180132854,False,Private room
16409,40.749280398,-73.8052895344,False,Entire home/apt
16411,40.7416004106,-73.8306511149,False,Private room
16412,40.7544033541,-73.82866017,False,Shared room
16427,40.7362307131,-73.8002752301,False,Entire home/apt
16429,40.7464641141,-73.8274128228,False,Private room
16430,40.7613208896,-73.8321834141,False,Private room
16435,40.7538478791,-73.780955957,False,Private room
16438,40.7544334048,-73.8078677838,True,Private room
16442,40.7607401139,-73.8096890766,False,Private room
16443,40.7616854867,-73.8226327925,True,Private room
16446,40.7586232782,-73.816681889,False,Private room
16447,40.757131776,-73.816347102,False,Private room
16450,40.748963737,-73.8071535288,False,Entire home/apt
16451,40.7531436133,-73.8213614499,True,Private room
16454,40.7505773592,-73.8077687334,False,Private room
16455,40.7576784102,-73.824740895,False,Private room
16457,40.7619509389,-73.8044678777,False,Entire home/apt
16466,40.7576762694,-73.8262638332,True,Private room
16469,40.7561112962,-73.8195723443,False,Private room
16472,40.7570125886,-73.8244257206,True,Private room
16478,40.7611880742,-73.8323893486,False,Entire home/apt
16486,40.7622744451,-73.8204512724,True,Shared room
16487,40.7478019771,-73.8159255686,True,Shared room
16488,40.7685351141,-73.8310224634,False,Entire home/apt
16495,40.7572647506,-73.8145744346,True,Private room
16496,40.7619138563,-73.8309188121,False,Private room
16504,40.7522711685,-73.8170521346,False,Private room
16505,40.7551818163,-73.804220118,True,Private room
16508,40.7330277918,-73.7973611425,False,Entire home/apt
16512,40.7433310888,-73.8250430047,True,Private room
16516,40.7546101849,-73.8200452137,False,Shared room
16518,40.7294923704,-73.8061669393,False,Private room
16524,40.7451728785,-73.8354244323,False,Private room
16526,40.7597942586,-73.8101649708,False,Private room
16529,40.7402363391,-73.8310527396,True,Private room
16532,40.7482323301,-73.8083958268,True,Private room
16539,40.7549448361,-73.8181767754,False,Private room
16543,40.7560467406,-73.8156139319,False,Private room
16550,40.7560596705,-73.8195373756,True,Private room
16554,40.7478406459,-73.8141516924,True,Private room
16555,40.7557785864,-73.819480078,True,Private room
16556,40.7222486417,-73.8022527235,False,Private room
16557,40.7410554971,-73.8288012753,False,Private room
16564,40.6773786164,-73.9919131271,False,Entire home/apt
16565,40.6744579762,-73.9919002716,False,Entire home/apt
16568,40.6820485106,-73.9873603859,True,Entire home/apt
16570,40.6843681444,-73.9865376759,False,Entire home/apt
16572,40.6782753935,-73.9913618055,False,Private room
16574,40.6698324621,-73.990396899,False,Entire home/apt
16576,40.6834943216,-73.987351733,False,Private room
16578,40.67927615,-73.982536541,True,Private room
16582,40.6846558769,-73.9887128921,False,Entire home/apt
16583,40.6830126237,-73.9883613904,True,Entire home/apt
16585,40.6833357871,-73.9847006206,False,Private room
16586,40.672106665,-73.9918906459,False,Entire home/apt
16588,40.6674606056,-73.9940819067,False,Private room
16591,40.6730226998,-73.987557253,False,Entire home/apt
16594,40.6737631643,-73.9964763587,True,Entire home/apt
16596,40.6807576546,-73.9896040961,False,Entire home/apt
16599,40.6806736013,-73.9824883203,False,Private room
16601,40.6809462835,-73.9890056565,False,Entire home/apt
16602,40.6684542348,-73.9918072995,False,Entire home/apt
16603,40.6839561828,-73.9891381591,False,Entire home/apt
16604,40.6832654883,-73.9898553824,False,Entire home/apt
16605,40.6816047338,-73.9809955004,False,Entire home/apt
16608,40.6695769172,-73.9899814727,False,Entire home/apt
16615,40.67757711,-73.9851921068,True,Private room
16616,40.6795909661,-73.9871254369,True,Private room
16618,40.6691803525,-73.9918727569,True,Entire home/apt
16621,40.6791634272,-73.9891107743,False,Entire home/apt
16622,40.6786245151,-73.9856098949,False,Entire home/apt
16626,40.6844497958,-73.9891566212,False,Private room
16627,40.6830118388,-73.9848036754,True,Private room
16628,40.6696899811,-73.9921108575,False,Private room
16633,40.6717266362,-73.9896837376,False,Private room
16635,40.6770542135,-73.9960694532,False,Private room
16636,40.672366198,-73.9885992192,False,Private room
16638,40.6689218307,-73.9913606733,True,Entire home/apt
16641,40.6684189833,-73.9916115215,False,Private room
16649,40.6689281774,-73.9940447144,True,Shared room
16650,40.683377381,-73.9892706912,False,Entire home/apt
16652,40.6820234811,-73.9815083211,True,Private room
16653,40.6754680472,-73.9859196552,False,Entire home/apt
16655,40.6840000403,-73.9885854042,True,Entire home/apt
16656,40.6763182566,-73.9920350257,False,Entire home/apt
16660,40.6717127827,-73.9878691782,False,Private room
16666,40.6831176854,-73.984117244,True,Private room
16671,40.6823416637,-73.9816812403,False,Private room
16675,40.683378555,-73.9865673787,False,Entire home/apt
16676,40.6837350434,-73.9855779102,True,Entire home/apt
16678,40.6813063264,-73.9887931777,False,Entire home/apt
16687,40.6794712081,-73.9845781751,False,Entire home/apt
16691,40.6707943177,-73.9908316031,True,Entire home/apt
16692,40.6798003422,-73.9823146073,False,Entire home/apt
16693,40.6792360806,-73.9871832903,False,Entire home/apt
16697,40.6730817649,-73.9933300806,True,Entire home/apt
16699,40.6788336356,-73.9840679302,True,Entire home/apt
16700,40.6685759798,-73.9908275746,True,Entire home/apt
16701,40.673539226,-73.9908473267,False,Entire home/apt
16702,40.6787237839,-73.9828624607,False,Entire home/apt
16703,40.6786861746,-73.991973031,False,Entire home/apt
16706,40.6766706067,-73.9868891645,False,Entire home/apt
16709,40.6830106955,-73.9851622365,False,Private room
16711,40.6825128468,-73.9848629775,False,Entire home/apt
16712,40.6668265477,-73.9930838508,False,Private room
16717,40.677114705,-73.995770801,False,Private room
16719,40.6815686293,-73.989888245,False,Entire home/apt
16721,40.6765208616,-73.9968240584,False,Entire home/apt
16730,40.7154282024,-73.835635239,True,Private room
16731,40.7155947759,-73.8398461278,False,Entire home/apt
16735,40.7239067636,-73.8440715989,False,Entire home/apt
16736,40.7169748004,-73.833955727,True,Private room
16741,40.7137197257,-73.836929286,False,Entire home/apt
16743,40.711461887,-73.8467746341,False,Private room
16748,40.7181786147,-73.849440012,True,Private room
16755,40.7181109647,-73.8336838173,True,Private room
16757,40.7144751324,-73.8528617195,False,Private room
16759,40.7257928335,-73.8458566341,False,Entire home/apt
16767,40.7214161883,-73.8391268685,False,Entire home/apt
16768,40.7123290392,-73.8484844369,False,Private room
16770,40.7131998412,-73.8490118176,False,Private room
16774,40.7268989219,-73.8395163848,False,Private room
16777,40.7348798602,-73.8528340953,False,Entire home/apt
16786,40.72307581,-73.8396404268,False,Entire home/apt
16790,40.723558902,-73.8398175536,True,Private room
16791,40.7134490429,-73.8565847784,False,Entire home/apt
16793,40.726998169,-73.8392440528,True,Private room
16797,40.7129312031,-73.8491501676,False,Private room
16799,40.7173079508,-73.8332124447,False,Entire home/apt
16800,40.7239968685,-73.8496201944,False,Private room
16808,40.7210830438,-73.8445709706,False,Entire home/apt
16809,40.7248400281,-73.84505465,False,Entire home/apt
16813,40.7129085823,-73.8467764506,True,Entire home/apt
16814,40.7349660407,-73.8532958533,False,Entire home/apt
16818,40.685469447,-73.9688644647,False,Entire home/apt
16821,40.6905554855,-73.9803803639,False,Entire home/apt
16823,40.6875245342,-73.9795003514,False,Entire home/apt
16826,40.6876391537,-73.9715613914,False,Entire home/apt
16832,40.6883545593,-73.9736003533,False,Private room
16834,40.691795474,-73.9728992341,True,Entire home/apt
16838,40.6879443428,-73.9739284813,False,Entire home/apt
16839,40.6888636411,-73.9768691312,False,Entire home/apt
16842,40.6862601526,-73.9713835565,True,Private room
16843,40.6884912802,-73.9735065774,False,Entire home/apt
16847,40.6907288705,-73.9705362204,False,Private room
16850,40.6971476288,-73.975966517,False,Entire home/apt
16858,40.6902090333,-73.9725759812,False,Entire home/apt
16861,40.6887580214,-73.9715319712,False,Entire home/apt
16863,40.690528739,-73.9790957869,False,Entire home/apt
16864,40.6890247924,-73.9697560859,False,Entire home/apt
16866,40.6947701434,-73.9725788598,False,Entire home/apt
16867,40.6908770351,-73.97306863,True,Private room
16869,40.6907979259,-73.973323572,False,Entire home/apt
16873,40.6860227959,-73.9738585587,False,Entire home/apt
16876,40.6909100765,-73.9798316434,False,Entire home/apt
16877,40.690964702,-73.9724079459,True,Entire home/apt
16878,40.6892748827,-73.9695688352,True,Entire home/apt
16883,40.6867531849,-73.9771328902,False,Entire home/apt
16885,40.6885920865,-73.9767024931,True,Entire home/apt
16890,40.6850148034,-73.9701850084,True,Private room
16894,40.6935228705,-73.9730520608,False,Private room
16895,40.6878478597,-73.9768152927,False,Private room
16897,40.6928640257,-73.9699270197,False,Entire home/apt
16900,40.6949249221,-73.970614676,False,Entire home/apt
16901,40.6880026815,-73.9774540097,False,Private room
16902,40.6927582323,-73.9706139201,False,Entire home/apt
16903,40.6920710706,-73.9731483619,False,Private room
16907,40.692479731,-73.9698332351,True,Entire home/apt
16910,40.6879111168,-73.9743786813,False,Entire home/apt
16911,40.6851619595,-73.9746106222,False,Entire home/apt
16915,40.6934554781,-73.9732740499,False,Entire home/apt
16920,40.6895867299,-73.9736320637,False,Entire home/apt
16921,40.695710691,-73.9716591799,False,Entire home/apt
16923,40.692067113,-73.9740681088,False,Private room
16924,40.6908021367,-73.9702680876,False,Entire home/apt
16927,40.6926524054,-73.9700867609,True,Entire home/apt
16930,40.6878627693,-73.9733942295,False,Entire home/apt
16932,40.6877130791,-73.97030479,False,Entire home/apt
16935,40.6945400156,-73.9716630837,True,Private room
16936,40.6919700349,-73.9721802691,False,Entire home/apt
16938,40.69010915,-73.9697693148,True,Entire home/apt
16939,40.6891593172,-73.9769953227,False,Entire home/apt
16943,40.6896353343,-73.9745613857,True,Entire home/apt
16946,40.6886378845,-73.9766913011,False,Private room
16952,40.6955624325,-73.9822949127,False,Private room
16957,40.6849517652,-73.9733784585,True,Entire home/apt
16960,40.6856157947,-73.9692961014,False,Entire home/apt
16961,40.6926197273,-73.9724504105,False,Entire home/apt
16965,40.6894808892,-73.9746664886,False,Entire home/apt
16966,40.6868805843,-73.973694785,False,Private room
16968,40.684858542,-73.9714570419,False,Entire home/apt
16973,40.6910371693,-73.9711969578,True,Entire home/apt
16974,40.6875884826,-73.9758828755,False,Entire home/apt
16977,40.6855931563,-73.9693241684,False,Entire home/apt
16980,40.6869750851,-73.9709698612,False,Entire home/apt
16984,40.686448137,-73.9753802381,True,Private room
16986,40.6925043749,-73.9714303653,False,Entire home/apt
16991,40.6866273777,-73.9722859787,False,Private room
16995,40.6858532522,-73.9701647927,False,Entire home/apt
17005,40.6855970208,-73.9741823147,False,Entire home/apt
17007,40.6871084721,-73.9728333908,False,Entire home/apt
17008,40.6922811048,-73.9703086808,True,Entire home/apt
17010,40.6883451094,-73.9733547377,False,Entire home/apt
17012,40.6899588045,-73.9785532872,False,Entire home/apt
17013,40.68857305,-73.9738494218,False,Entire home/apt
17014,40.6854423043,-73.9713194803,True,Entire home/apt
17015,40.6872684368,-73.9719959177,False,Entire home/apt
17016,40.6953034438,-73.9803414135,False,Entire home/apt
17017,40.690998594,-73.9736978481,False,Private room
17019,40.691709674,-73.9722134886,False,Private room
17020,40.6880705665,-73.9723122414,False,Entire home/apt
17024,40.6871088928,-73.9746962771,False,Entire home/apt
17026,40.6896681326,-73.976193251,True,Private room
17028,40.6835051373,-73.9735825949,False,Entire home/apt
17029,40.6881396452,-73.9724942362,True,Entire home/apt
17032,40.6896804678,-73.974205052,False,Entire home/apt
17033,40.6929740939,-73.9740987373,False,Entire home/apt
17037,40.6879166118,-73.9790413147,False,Entire home/apt
17040,40.6876426762,-73.9757816296,False,Private room
17042,40.6907101964,-73.9705739121,True,Entire home/apt
17043,40.6842175433,-73.9754025681,True,Entire home/apt
17045,40.6873036013,-73.9722522365,False,Entire home/apt
17046,40.6916856465,-73.972562178,False,Entire home/apt
17049,40.6857425011,-73.9704487688,False,Entire home/apt
17050,40.6886346592,-73.9769113993,True,Private room
17053,40.6850619351,-73.9736313866,False,Entire home/apt
17058,40.6888206798,-73.9763080131,False,Private room
17059,40.6897909465,-73.9704850158,True,Entire home/apt
17069,40.6839872647,-73.9732973813,False,Entire home/apt
17072,40.695085365,-73.9704724596,False,Entire home/apt
17074,40.6829512154,-73.9681093981,False,Entire home/apt
17076,40.6868139837,-73.9767526362,True,Entire home/apt
17078,40.6874786674,-73.9722632368,True,Entire home/apt
17079,40.697071649,-73.977728629,True,Entire home/apt
17080,40.6876429742,-73.9754523804,False,Entire home/apt
17083,40.6879332381,-73.9728665905,True,Entire home/apt
17087,40.6924861887,-73.970680077,False,Entire home/apt
17092,40.6866235429,-73.976016337,False,Private room
17096,40.688107679,-73.9723601544,False,Entire home/apt
17098,40.6874354554,-73.9747008529,True,Entire home/apt
17100,40.6932044371,-73.9726727811,True,Private room
17101,40.6936759276,-73.9732065332,False,Private room
17103,40.684939708,-73.9719494083,False,Private room
17104,40.6877002965,-73.9707788913,True,Entire home/apt
17105,40.6850336665,-73.9741990582,False,Entire home/apt
17108,40.6841792691,-73.9692644668,False,Entire home/apt
17110,40.6848765375,-73.9694136039,False,Entire home/apt
17111,40.6942873339,-73.9718881591,False,Private room
17112,40.6839870141,-73.9755553222,False,Private room
17118,40.6923561429,-73.9725420121,False,Private room
17120,40.69096734,-73.9797184016,True,Entire home/apt
17122,40.697047539,-73.9774252847,True,Entire home/apt
17123,40.6921252991,-73.9734730619,False,Entire home/apt
17124,40.69171934,-73.9703045732,False,Entire home/apt
17125,40.6891420782,-73.9776017825,False,Entire home/apt
17131,40.6967309453,-73.9758385907,False,Private room
17132,40.6854108564,-73.9746535488,False,Entire home/apt
17134,40.6853694493,-73.9771280389,False,Private room
17135,40.6914244883,-73.9737576437,True,Private room
17139,40.6907503114,-73.9719237462,True,Entire home/apt
17140,40.6921181829,-73.9738039288,False,Entire home/apt
17146,40.6910495375,-73.9735600875,False,Entire home/apt
17149,40.6853816967,-73.9733093902,True,Private room
17150,40.6845400983,-73.9697326583,False,Entire home/apt
17152,40.6909844702,-73.9711331247,True,Private room
17153,40.691174751,-73.97421218,False,Entire home/apt
17158,40.68798637,-73.9731432424,False,Entire home/apt
17168,40.6873442913,-73.9735379503,False,Private room
17171,40.6916256375,-73.9770907581,True,Entire home/apt
17172,40.6879850303,-73.9752897494,False,Entire home/apt
17176,40.6963200668,-73.9758486933,True,Entire home/apt
17181,40.6875626081,-73.9747854501,True,Entire home/apt
17182,40.6916854446,-73.9718454939,True,Entire home/apt
17186,40.6879173399,-73.9731897265,False,Entire home/apt
17187,40.6855652991,-73.9707342074,False,Private room
17188,40.6891971108,-73.9788509989,True,Entire home/apt
17189,40.6923030324,-73.9712270743,False,Entire home/apt
17191,40.6899264196,-73.9736622828,False,Private room
17195,40.6861066913,-73.9701888851,False,Entire home/apt
17200,40.6963410358,-73.9729623055,True,Private room
17204,40.6899213023,-73.9790175496,False,Entire home/apt
17205,40.6977767809,-73.9767569685,True,Entire home/apt
17207,40.6911186944,-73.9707263245,True,Private room
17211,40.6891931754,-73.97474362,False,Entire home/apt
17212,40.6890716478,-73.9698895878,True,Entire home/apt
17213,40.6866149265,-73.970541226,False,Entire home/apt
17215,40.6925963046,-73.9733745176,True,Private room
17221,40.6898120586,-73.9776760519,False,Entire home/apt
17225,40.6851616882,-73.9761891495,False,Entire home/apt
17228,40.6866996909,-73.9696163499,True,Private room
17231,40.6933823126,-73.9732214379,False,Entire home/apt
17232,40.6854361617,-73.9737101536,True,Entire home/apt
17237,40.687085544,-73.973716558,True,Entire home/apt
17238,40.6862569941,-73.9759762772,True,Entire home/apt
17243,40.6948559306,-73.9713244115,True,Entire home/apt
17247,40.6873617037,-73.9749562111,True,Entire home/apt
17253,40.6203918432,-74.0402149373,False,Shared room
17259,40.6208430725,-74.0373872301,False,Entire home/apt
17268,40.61495314,-74.0322793258,False,Entire home/apt
17270,40.6145981045,-74.0362586855,False,Private room
17272,40.618058809,-74.0319514676,True,Entire home/apt
17274,40.6192257302,-74.0299536494,False,Entire home/apt
17284,40.6198527146,-74.0325523059,False,Private room
17285,40.6176871427,-74.0359482581,False,Shared room
17286,40.619160039,-74.0387482143,False,Private room
17296,40.6200768155,-74.0393007578,False,Private room
17303,40.7292913388,-73.7897973946,False,Private room
17305,40.7476340438,-73.782637547,False,Private room
17306,40.7385898946,-73.7889131771,False,Private room
17318,40.7311971559,-73.7857942986,False,Entire home/apt
17324,40.7344769933,-73.9805642366,False,Private room
17328,40.7346219511,-73.9822704364,False,Entire home/apt
17337,40.7344065178,-73.9820128689,False,Private room
17338,40.7369986881,-73.9819912583,False,Private room
17341,40.7336585703,-73.9831252377,False,Private room
17344,40.7367929306,-73.9817689459,True,Entire home/apt
17345,40.7365960035,-73.9870326787,True,Entire home/apt
17350,40.7328959597,-73.9830324683,True,Private room
17351,40.7385783905,-73.9888202873,False,Entire home/apt
17354,40.7360143428,-73.9876061045,False,Entire home/apt
17355,40.7372109082,-73.988874301,False,Entire home/apt
17356,40.7364017983,-73.9843589635,False,Entire home/apt
17358,40.7354634373,-73.9829480367,False,Entire home/apt
17360,40.7374368872,-73.9841316524,False,Entire home/apt
17361,40.7389430678,-73.9844859937,True,Entire home/apt
17371,40.7328413622,-73.9851090501,False,Entire home/apt
17372,40.736890255,-73.9845077492,True,Entire home/apt
17373,40.7357125891,-73.9822591052,False,Entire home/apt
17379,40.7323501076,-73.9817888197,True,Entire home/apt
17390,40.7367717674,-73.9808437642,True,Entire home/apt
17399,40.733372549,-73.9839974786,True,Private room
17410,40.7385729162,-73.9833502493,False,Entire home/apt
17414,40.7370712416,-73.9816901116,False,Entire home/apt
17418,40.7375475849,-73.9859519265,True,Private room
17419,40.7387742384,-73.9870658765,False,Entire home/apt
17422,40.7331849779,-73.9844925056,False,Entire home/apt
17428,40.7334854118,-73.9852186552,True,Entire home/apt
17433,40.7355435184,-73.988545557,False,Entire home/apt
17435,40.7375029944,-73.9837672484,False,Entire home/apt
17438,40.7343765733,-73.9853000747,False,Entire home/apt
17439,40.7380927926,-73.9821519499,False,Entire home/apt
17440,40.7349255442,-73.9865460689,False,Entire home/apt
17441,40.7388392374,-73.9858803204,True,Private room
17443,40.7372918322,-73.9829678432,True,Private room
17450,40.7355714459,-73.983525649,False,Private room
17456,40.7368678887,-73.9891773493,False,Entire home/apt
17457,40.7352284229,-73.9866821769,False,Private room
17460,40.7342978121,-73.9876619927,False,Private room
17461,40.73602015,-73.9820387236,True,Private room
17467,40.7363339897,-73.9896386914,False,Entire home/apt
17468,40.7355987485,-73.9904934175,True,Entire home/apt
17473,40.7360383351,-73.9794266787,True,Entire home/apt
17474,40.7356952032,-73.9808657995,False,Private room
17478,40.7344384531,-73.9844847184,False,Private room
17479,40.7373930985,-73.9825102757,False,Entire home/apt
17483,40.7362919726,-73.9814665625,False,Entire home/apt
17489,40.7363707647,-73.9813128178,False,Private room
17490,40.7339742323,-73.9818311732,False,Entire home/apt
17491,40.7374333825,-73.9865216002,False,Entire home/apt
17496,40.7383361267,-73.9823009559,False,Entire home/apt
17499,40.7362769341,-73.9854923836,False,Private room
17502,40.7340365901,-73.981725564,False,Private room
17504,40.7353313404,-73.9838372142,False,Entire home/apt
17507,40.7319551452,-73.9822968069,True,Entire home/apt
17509,40.7319101305,-73.9829714561,False,Entire home/apt
17513,40.7360818941,-73.9856961654,False,Entire home/apt
17515,40.7369723358,-73.9807387219,False,Entire home/apt
17525,40.7368073937,-73.9802841273,False,Entire home/apt
17528,40.7368662155,-73.9880557155,False,Private room
17529,40.733273971,-73.9850321419,False,Entire home/apt
17537,40.7330805559,-73.9815945308,True,Entire home/apt
17539,40.7335392147,-73.9859286882,True,Entire home/apt
17540,40.7345782113,-73.9876554802,True,Entire home/apt
17541,40.7329427343,-73.983185259,False,Entire home/apt
17547,40.7335466119,-73.9816683005,False,Entire home/apt
17552,40.7348139733,-73.9866850695,False,Entire home/apt
17557,40.7384493027,-73.9837263477,False,Entire home/apt
17562,40.734294766,-73.9868915325,False,Private room
17564,40.7353141301,-73.9831535752,False,Entire home/apt
17568,40.7355624713,-73.9867941954,False,Entire home/apt
17571,40.7376485374,-73.9836586848,False,Shared room
17572,40.7317001651,-73.9827175733,True,Private room
17573,40.7347572704,-73.9845179307,True,Entire home/apt
17574,40.7353574284,-73.9839324801,True,Entire home/apt
17576,40.7349014121,-73.9854895982,False,Entire home/apt
17582,40.7359573969,-73.9807731848,False,Entire home/apt
17583,40.7371111179,-73.9898506076,True,Entire home/apt
17586,40.7323485595,-73.983922382,False,Private room
17587,40.7356569537,-73.9854490993,False,Entire home/apt
17593,40.7351790884,-73.9804728926,False,Entire home/apt
17597,40.7368286329,-73.9819051084,False,Private room
17601,40.7350981564,-73.9800402322,False,Private room
17602,40.7338998401,-73.985482874,False,Shared room
17603,40.7350354531,-73.9863701726,False,Entire home/apt
17614,40.7331452888,-73.9827081274,False,Private room
17615,40.7374338373,-73.982240281,True,Entire home/apt
17616,40.7334346565,-73.9863402478,False,Entire home/apt
17618,40.7340163619,-73.9856854144,False,Private room
17620,40.7354763414,-73.9889624748,False,Entire home/apt
17622,40.7329341682,-73.9835951805,False,Entire home/apt
17623,40.7330491542,-73.9825506662,False,Private room
17624,40.7340577486,-73.9811909162,False,Entire home/apt
17626,40.7362045302,-73.9832356425,False,Private room
17627,40.7340947933,-73.9855869237,False,Entire home/apt
17639,40.7369439713,-73.9829449393,False,Entire home/apt
17641,40.6255076918,-74.1558972958,False,Entire home/apt
17642,40.6210894017,-74.165338836,True,Private room
17648,40.7480549799,-73.7121157232,False,Private room
17654,40.7053799407,-73.8944773397,True,Private room
17667,40.7042268338,-73.8940213763,False,Entire home/apt
17675,40.6074968235,-73.9676321202,True,Private room
17678,40.5887950142,-73.9727755667,False,Private room
17681,40.6039895308,-73.9709152182,False,Private room
17682,40.5981739071,-73.9717354035,False,Entire home/apt
17697,40.596005973,-73.9686184717,False,Private room
17700,40.5889238546,-73.9737938455,False,Private room
17703,40.5962662326,-73.9728700835,True,Entire home/apt
17712,40.642944473,-73.9715156029,False,Private room
17717,40.646943956,-73.9807467026,False,Entire home/apt
17719,40.642909804,-73.9792777354,False,Entire home/apt
17724,40.6340190841,-73.9755603193,False,Private room
17729,40.6358523528,-73.9695472656,False,Entire home/apt
17731,40.644873375,-73.9789542041,True,Private room
17735,40.6430231413,-73.972545607,True,Private room
17739,40.6355508919,-73.9715134223,False,Entire home/apt
17740,40.6363284797,-73.9721071088,False,Entire home/apt
17742,40.6402350497,-73.9697640993,False,Entire home/apt
17746,40.6422118572,-73.9699846838,False,Entire home/apt
17747,40.6444945096,-73.9723757412,False,Private room
17751,40.641064243,-73.9742596344,False,Private room
17753,40.6449342799,-73.978007736,False,Private room
17756,40.6395304259,-73.9721391343,False,Private room
17758,40.6462094826,-73.9816333213,False,Entire home/apt
17761,40.6441681223,-73.9782237268,False,Private room
17768,40.6443592181,-73.9723753106,False,Private room
17769,40.6453385786,-73.9718869973,True,Entire home/apt
17771,40.6473515997,-73.9761093118,False,Entire home/apt
17773,40.6473285021,-73.9731316771,True,Private room
17774,40.6402782342,-73.9739618923,False,Private room
17776,40.6369423982,-73.9748657669,False,Private room
17779,40.6311777559,-73.9715224905,False,Entire home/apt
17780,40.6460474148,-73.9746476936,True,Private room
17782,40.6415424068,-73.9746605726,True,Private room
17783,40.6420450534,-73.9717319531,False,Entire home/apt
17789,40.6423340153,-73.9801953745,True,Private room
17790,40.647423766,-73.9755934737,False,Entire home/apt
17798,40.6427712853,-73.9794658284,False,Entire home/apt
17800,40.6442285156,-73.9822446098,False,Private room
17805,40.6465071747,-73.9766191265,False,Entire home/apt
17806,40.6412992786,-73.9823295009,False,Private room
17811,40.6464402587,-73.9755972929,False,Entire home/apt
17816,40.6463834149,-73.9772318959,False,Entire home/apt
17818,40.6468944325,-73.9744581069,False,Entire home/apt
17819,40.6452455234,-73.9738700155,False,Entire home/apt
