,GEOID,County ,median_rent,monthly_BnB,rent_diff,poverty_rate,premium_pct_median_rent
1067,36061018900,Manhattan,799.0,6621.42857143,5822.42857143,0.358781496803,7.28714464509
1068,36061019100,Manhattan,1725.0,6736.15384615,5011.15384615,0.0367068694284,2.90501672241
1069,36061019200,Manhattan,421.0,3690.0,3269.0,0.506024096386,7.7648456057
1070,36061019300,Manhattan,1149.0,6632.5,5483.5,0.272838749234,4.77241079199
1071,36061019400,Manhattan,620.0,4831.76470588,4211.76470588,0.463859649123,6.79316888045
1072,36061019600,Manhattan,572.0,4492.5,3920.5,0.311334289813,6.85402097902
1073,36061019702,Manhattan,1211.0,5320.0,4109.0,0.186943620178,3.39306358382
1074,36061019800,Manhattan,1226.0,5595.51724138,4369.51724138,0.132264529058,3.5640434269
1075,36061019900,Manhattan,1705.0,4982.26415094,3277.26415094,0.0415360501567,1.92214906213
1076,36061020101,Manhattan,1879.0,3450.0,1571.0,0.030534351145,0.836083022885
1077,36061020300,Manhattan,1446.0,4823.33333333,3377.33333333,0.0851063829787,2.33563854311
1078,36061020500,Manhattan,1895.0,7312.5,5417.5,0.0,2.85883905013
1079,36061020600,Manhattan,986.0,4670.76923077,3684.76923077,0.197265625,3.73708846934
1080,36061020701,Manhattan,1713.0,3744.70588235,2031.70588235,0.105398457584,1.18605130318
1081,36061020901,Manhattan,734.0,4320.0,3586.0,0.306889352818,4.88555858311
1082,36061021000,Manhattan,831.0,3185.45454545,2354.45454545,0.329952267303,2.83327863472
1083,36061021200,Manhattan,1456.0,4545.45454545,3089.45454545,0.0271428571429,2.12187812188
1084,36061021400,Manhattan,1112.0,4054.28571429,2942.28571429,0.163636363636,2.64594039055
1085,36061021600,Manhattan,1080.0,6698.94736842,5618.94736842,0.162310866575,5.20272904483
1087,36061022000,Manhattan,1075.0,5376.10169492,4301.10169492,0.214479638009,4.00102483248
1088,36061022200,Manhattan,898.0,10268.1818182,9370.18181818,0.339382940109,10.4345009111
1089,36061022302,Manhattan,1081.0,4216.36363636,3135.36363636,0.30243902439,2.9004288958
1090,36061022400,Manhattan,701.0,4485.38461538,3784.38461538,0.427586206897,5.3985515198
1091,36061022500,Manhattan,1098.0,4793.07692308,3695.07692308,0.264248704663,3.36527952922
1092,36061022800,Manhattan,970.0,5277.5,4307.5,0.28903654485,4.44072164948
1093,36061023100,Manhattan,1268.0,4400.37735849,3132.37735849,0.201329534663,2.47032914707
1094,36061023200,Manhattan,799.0,3531.81818182,2732.81818182,0.254227405248,3.4202980999
1095,36061023400,Manhattan,1228.0,4277.5,3049.5,0.275824175824,2.48330618893
1096,36061023600,Manhattan,811.0,3258.0,2447.0,0.159104658197,3.01726263872
1097,36061023700,Manhattan,1142.0,5308.8,4166.8,0.140060240964,3.64868651489
1098,36061023801,Manhattan,2015.0,11178.0,9163.0,0.0607192900514,4.54739454094
1099,36061023802,Manhattan,2676.0,3352.5,676.5,0.0456140350877,0.252802690583
1101,36061024100,Manhattan,1167.0,3933.15789474,2766.15789474,0.238456237078,2.37031524828
1102,36061024200,Manhattan,484.0,4671.42857143,4187.42857143,0.438150289017,8.65171192444
1103,36061024302,Manhattan,469.0,3438.0,2969.0,0.384318056322,6.33049040512
1104,36061024500,Manhattan,1045.0,4772.14285714,3727.14285714,0.220736876426,3.56664388243
1105,36061024700,Manhattan,1184.0,6957.0,5773.0,0.160167130919,4.87584459459
1106,36061024900,Manhattan,895.0,4125.0,3230.0,0.222707423581,3.60893854749
1107,36061025100,Manhattan,956.0,3394.28571429,2438.28571429,0.247191011236,2.55050806934
1108,36061025300,Manhattan,1150.0,5397.39130435,4247.39130435,0.233600755073,3.69338374291
1109,36061025500,Manhattan,1463.0,3536.66666667,2073.66666667,0.13829787234,1.41740715425
1110,36061025700,Manhattan,1470.0,4966.5,3496.5,0.0937808489635,2.37857142857
1111,36061025900,Manhattan,1111.0,4440.0,3329.0,0.255702280912,2.99639963996
1112,36061026100,Manhattan,994.0,2598.0,1604.0,0.309352517986,1.61368209256
1113,36061026300,Manhattan,1173.0,3420.0,2247.0,0.348104956268,1.91560102302
1114,36061026500,Manhattan,1349.0,4372.5,3023.5,0.115103127079,2.24128984433
1115,36061026900,Manhattan,1101.0,3480.0,2379.0,0.227945529899,2.16076294278
1116,36061027300,Manhattan,1519.0,3625.71428571,2106.71428571,0.132530120482,1.38690868052
1117,36061027500,Manhattan,1525.0,4025.0,2500.0,0.0730897009967,1.6393442623
1118,36061027700,Manhattan,1082.0,3810.0,2728.0,0.348690153568,2.52125693161
1119,36061027900,Manhattan,1285.0,3220.0,1935.0,0.118896925859,1.50583657588
1120,36061028100,Manhattan,1775.0,3567.5,1792.5,0.0452781371281,1.00985915493
1121,36061028300,Manhattan,1111.0,2907.0,1796.0,0.107230392157,1.61656165617
1122,36061028500,Manhattan,1223.0,3366.0,2143.0,0.251757188498,1.75224856909
1123,36061028700,Manhattan,1290.0,3341.05263158,2051.05263158,0.198630136986,1.58996328029
1124,36061029100,Manhattan,1032.0,4374.54545455,3342.54545455,0.275732531931,3.23890063425
1125,36061029300,Manhattan,1138.0,2802.5,1664.5,0.325523429711,1.46265377856
1126,36061029500,Manhattan,1344.0,3858.33333333,2514.33333333,0.13925729443,1.87078373016
1128,36061029900,Manhattan,616.0,2820.0,2204.0,0.316729323308,3.57792207792
1129,36061030300,Manhattan,1386.0,4590.0,3204.0,0.261797752809,2.31168831169
1130,36061030700,Manhattan,1433.0,4230.0,2797.0,0.00912646675359,1.95184926727
1131,36061030900,Manhattan,928.0,4722.85714286,3794.85714286,0.299204771372,4.08928571429
1133,36061031703,Manhattan,2967.0,8522.5,5555.5,0.0333665338645,1.87243006404
1134,36061031704,Manhattan,2883.0,7896.0,5013.0,0.030701754386,1.73881373569
1136,36081000100,Queens,2846.0,5267.14285714,2421.14285714,0.0444115470022,0.850717799417
1140,36081000700,Queens,1782.0,5165.33333333,3383.33333333,0.0245641838352,1.8986157875
1143,36081001200,Queens,1381.0,2625.0,1244.0,0.127659574468,0.900796524258
1145,36081001800,Queens,1331.0,2100.0,769.0,0.212283044059,0.577761081893
1146,36081001900,Queens,2573.0,4435.71428571,1862.71428571,0.0136239782016,0.723946477151
1147,36081002000,Queens,1542.0,11400.0,9858.0,0.156182212581,6.39299610895
1154,36081003100,Queens,1380.0,5937.5,4557.5,0.146341463415,3.30253623188
1155,36081003200,Queens,1417.0,2070.0,653.0,0.141176470588,0.460832745236
1156,36081003300,Queens,1691.0,4642.5,2951.5,0.186538461538,1.74541691307
1157,36081003600,Queens,1322.0,2160.0,838.0,0.0967351874244,0.633888048411
1159,36081003800,Queens,1261.0,2520.0,1259.0,0.243636363636,0.998413957177
1160,36081003900,Queens,1510.0,4500.0,2990.0,0.278260869565,1.98013245033
1162,36081004002,Queens,1320.0,3300.0,1980.0,0.265486725664,1.5
1163,36081004200,Queens,1370.0,2250.0,880.0,0.212723658052,0.642335766423
1164,36081004300,Queens,514.0,4770.0,4256.0,0.353820598007,8.28015564202
1166,36081004700,Queens,605.0,4665.0,4060.0,0.283796740173,6.71074380165
1168,36081005100,Queens,1351.0,7477.5,6126.5,0.270588235294,4.53478904515
1170,36081005300,Queens,1402.0,5362.8,3960.8,0.107487922705,2.82510699001
1171,36081005400,Queens,1406.0,2790.0,1384.0,0.196659073652,0.984352773826
1172,36081005500,Queens,1254.0,6410.0,5156.0,0.107296137339,4.11164274322
1173,36081005700,Queens,1444.0,4383.0,2939.0,0.212290502793,2.03531855956
1174,36081005800,Queens,1266.0,1440.0,174.0,0.0587071240106,0.137440758294
1175,36081005900,Queens,1705.0,4734.375,3029.375,0.0963541666667,1.77675953079
1176,36081006100,Queens,1517.0,4097.41935484,2580.41935484,0.0953506698188,1.7010015523
1179,36081006300,Queens,1405.0,3672.85714286,2267.85714286,0.165217391304,1.61413319777
1180,36081006501,Queens,1502.0,5416.0,3914.0,0.03300330033,2.60585885486
1181,36081006502,Queens,1546.0,3450.0,1904.0,0.165628891656,1.23156532988
1182,36081006900,Queens,1527.0,3810.0,2283.0,0.0530145530146,1.49508840864
1183,36081007100,Queens,1628.0,3516.0,1888.0,0.14481897628,1.15970515971
1184,36081007300,Queens,1624.0,3180.0,1556.0,0.128898128898,0.958128078818
1185,36081007500,Queens,1415.0,4738.96551724,3323.96551724,0.0536756126021,2.34909223833
1186,36081007700,Queens,1802.0,3375.0,1573.0,0.043795620438,0.872918978912
1187,36081007900,Queens,1600.0,3962.72727273,2362.72727273,0.220221606648,1.47670454546
1188,36081008100,Queens,1734.0,5010.0,3276.0,0.103734439834,1.8892733564
1189,36081008500,Queens,1398.0,5625.0,4227.0,0.151515151515,3.02360515021
1190,36081008600,Queens,1378.0,6495.0,5117.0,0.119293078056,3.71335268505
1192,36081009100,Queens,1608.0,2970.0,1362.0,0.0612244897959,0.847014925373
1194,36081009500,Queens,1752.0,2887.5,1135.5,0.121306376361,0.648116438356
1195,36081009600,Queens,1471.0,3750.0,2279.0,0.0814639905549,1.54928619986
1196,36081009700,Queens,1747.0,4630.0,2883.0,0.0208574739282,1.65025758443
1197,36081009800,Queens,1305.0,5970.0,4665.0,0.223076923077,3.57471264368
1200,36081010100,Queens,1488.0,4130.0,2642.0,0.0459770114943,1.77553763441
1202,36081010300,Queens,1432.0,3414.0,1982.0,0.0825921219822,1.38407821229
1203,36081010400,Queens,1312.0,5970.0,4658.0,0.191646191646,3.55030487805
1204,36081010500,Queens,1459.0,3200.0,1741.0,0.149131767109,1.1932830706
1205,36081010600,Queens,1170.0,4950.0,3780.0,0.209362808843,3.23076923077
1208,36081011000,Queens,1446.0,2310.0,864.0,0.197452229299,0.597510373444
1210,36081011300,Queens,1455.0,3127.89473684,1672.89473684,0.0375,1.14975583288
1212,36081011500,Queens,1551.0,3852.0,2301.0,0.15990990991,1.4835589942
1214,36081011700,Queens,1606.0,4062.5,2456.5,0.0961002785515,1.5295765878
1215,36081011800,Queens,1596.0,4200.0,2604.0,0.173214285714,1.63157894737
1216,36081011900,Queens,1564.0,4465.0,2901.0,0.128526645768,1.85485933504
1218,36081012100,Queens,1590.0,3825.0,2235.0,0.0859728506787,1.40566037736
1220,36081012301,Queens,1550.0,6750.0,5200.0,0.0386554621849,3.35483870968
1222,36081012500,Queens,1504.0,3943.33333333,2439.33333333,0.0714285714286,1.62189716312
1223,36081012601,Queens,1413.0,1770.0,357.0,0.184834123223,0.252653927813
1225,36081012800,Queens,1378.0,5700.0,4322.0,0.14979757085,3.13642960813
1226,36081013000,Queens,1407.0,8700.0,7293.0,0.0,5.18336886994
1228,36081013400,Queens,1408.0,3750.0,2342.0,0.0863737900223,1.66335227273
1229,36081013500,Queens,1408.0,3600.0,2192.0,0.0394190871369,1.55681818182
1230,36081013600,Queens,1375.0,4500.0,3125.0,0.0320366132723,2.27272727273
1231,36081013700,Queens,1724.0,3300.0,1576.0,0.105769230769,0.914153132251
1234,36081014100,Queens,1413.0,2480.0,1067.0,0.0446927374302,0.755130927105
1237,36081014300,Queens,1384.0,3870.0,2486.0,0.112866817156,1.79624277457
1238,36081014400,Queens,1303.0,1470.0,167.0,0.15671641791,0.128165771297
1239,36081014500,Queens,1518.0,3033.75,1515.75,0.136842105263,0.998517786561
1240,36081014700,Queens,1487.0,4564.28571429,3077.28571429,0.0277427490542,2.06945912192
1241,36081014800,Queens,1352.0,2850.0,1498.0,0.155241935484,1.10798816568
1242,36081014900,Queens,1587.0,4129.09090909,2542.09090909,0.0183823529412,1.60182161883
1244,36081015100,Queens,1431.0,4042.5,2611.5,0.157894736842,1.8249475891
1246,36081015300,Queens,1554.0,4974.0,3420.0,0.0991253644315,2.20077220077
1247,36081015400,Queens,1327.0,1650.0,323.0,0.131931166348,0.243406179352
1248,36081015500,Queens,1480.0,3767.5,2287.5,0.105960264901,1.54560810811
1250,36081015700,Queens,1376.0,3690.0,2314.0,0.229249011858,1.68168604651
1253,36081015900,Queens,1381.0,3623.57142857,2242.57142857,0.214095744681,1.62387503879
1254,36081016100,Queens,1556.0,3526.66666667,1970.66666667,0.179211469534,1.26649528706
1258,36081016900,Queens,1422.0,4113.75,2691.75,0.0376175548589,1.89293248945
1263,36081017600,Queens,1598.0,3000.0,1402.0,0.0967153284672,0.877346683354
1265,36081017900,Queens,1347.0,3080.0,1733.0,0.100436681223,1.286562732
1267,36081018101,Queens,1385.0,2886.42857143,1501.42857143,0.151898734177,1.08406395049
1268,36081018102,Queens,1470.0,3370.0,1900.0,0.13828425096,1.2925170068
1269,36081018200,Queens,1573.0,1500.0,-73.0,0.0588235294118,-0.0464081373172
1270,36081018300,Queens,1417.0,3990.0,2573.0,0.161269430052,1.81580804517
1271,36081018401,Queens,1156.0,2070.0,914.0,0.0893536121673,0.790657439446
1273,36081018501,Queens,1346.0,7350.0,6004.0,0.127990430622,4.46062407132
1274,36081018502,Queens,1569.0,3930.0,2361.0,0.156578947368,1.50478011472
1276,36081018700,Queens,1350.0,7250.0,5900.0,0.0509461426492,4.37037037037
1277,36081018800,Queens,1396.0,1800.0,404.0,0.0335570469799,0.289398280802
1278,36081018900,Queens,1383.0,3880.0,2497.0,0.133940182055,1.80549530007
1279,36081019000,Queens,1407.0,2835.0,1428.0,0.0582706766917,1.01492537313
1282,36081019800,Queens,1327.0,5580.0,4253.0,0.334920634921,3.20497362472
1283,36081019900,Queens,1289.0,3290.0,2001.0,0.173913043478,1.55236617533
1284,36081020200,Queens,1088.0,2850.0,1762.0,0.189415041783,1.61948529412
1289,36081021200,Queens,1182.0,1920.0,738.0,0.137078651685,0.624365482234
1290,36081021400,Queens,1380.0,2310.0,930.0,0.252481389578,0.673913043478
1293,36081022001,Queens,1375.0,2190.0,815.0,0.0511784511785,0.592727272727
1294,36081022002,Queens,1326.0,2170.0,844.0,0.116395494368,0.636500754148
1296,36081023000,Queens,1644.0,1950.0,306.0,0.0425531914894,0.186131386861
1297,36081023200,Queens,1423.0,3270.0,1847.0,0.111683848797,1.297962052
1298,36081023500,Queens,1363.0,3205.71428571,1842.71428571,0.188854489164,1.35195472172
1302,36081024300,Queens,1582.0,3600.0,2018.0,0.0593093093093,1.27560050569
1304,36081024900,Queens,1420.0,3678.75,2258.75,0.100798403194,1.59066901408
1305,36081025100,Queens,1429.0,2970.0,1541.0,0.0354609929078,1.07837648705
1306,36081025301,Queens,1450.0,3692.5,2242.5,0.102362204724,1.54655172414
1307,36081025302,Queens,1405.0,3938.57142857,2533.57142857,0.18201754386,1.80325368581
1310,36081025700,Queens,1309.0,2700.0,1391.0,0.022641509434,1.06264323911
1312,36081025900,Queens,1408.0,3240.0,1832.0,0.0727848101266,1.30113636364
1314,36081026100,Queens,1313.0,3963.75,2650.75,0.219178082192,2.01884996192
1316,36081026300,Queens,1561.0,3678.0,2117.0,0.199146514936,1.35618193466
1318,36081026500,Queens,1425.0,3090.0,1665.0,0.123470522803,1.16842105263
1319,36081026600,Queens,390.0,4200.0,3810.0,0.11963190184,9.76923076923
1320,36081026700,Queens,1395.0,2480.0,1085.0,0.127402135231,0.777777777778
1323,36081027000,Queens,1454.0,3000.0,1546.0,0.233560090703,1.06327372765
1325,36081027400,Queens,1221.0,1650.0,429.0,0.0,0.351351351351
1326,36081027500,Queens,1328.0,1950.0,622.0,0.140428211587,0.468373493976
1327,36081027700,Queens,1241.0,3750.0,2509.0,0.108585858586,2.02175664786
1329,36081027900,Queens,1371.0,4042.5,2671.5,0.0636363636364,1.94857768053
1331,36081028100,Queens,1269.0,5195.0,3926.0,0.0467479674797,3.09377462569
1333,36081028300,Queens,1361.0,3198.0,1837.0,0.145872129112,1.34974283615
1334,36081028400,Queens,1625.0,2970.0,1345.0,0.169164882227,0.827692307692
1335,36081028500,Queens,1365.0,2784.0,1419.0,0.144545454545,1.03956043956
1336,36081028700,Queens,1226.0,4188.0,2962.0,0.104358502149,2.41598694943
1337,36081028800,Queens,1455.0,3900.0,2445.0,0.0986175115207,1.68041237113
1338,36081028900,Queens,1420.0,3000.0,1580.0,0.122866894198,1.11267605634
1339,36081029100,Queens,1350.0,3520.0,2170.0,0.188664596273,1.60740740741
1340,36081029300,Queens,1385.0,6600.0,5215.0,0.0722433460076,3.76534296029
1341,36081029400,Queens,1196.0,3840.0,2644.0,0.0459697732997,2.21070234114
1342,36081029500,Queens,1359.0,4500.0,3141.0,0.0650054171181,2.31125827815
1343,36081029700,Queens,1497.0,2760.0,1263.0,0.183467741935,0.843687374749
1346,36081030902,Queens,1434.0,2850.0,1416.0,0.222868217054,0.987447698745
1348,36081030904,Queens,1527.0,3735.0,2208.0,0.125916870416,1.44597249509
1349,36081031700,Queens,1637.0,3345.0,1708.0,0.102416570771,1.04337202199
1350,36081032000,Queens,1476.0,2870.0,1394.0,0.0637544273908,0.944444444444
1351,36081032800,Queens,1451.0,3300.0,1849.0,0.0856643356643,1.27429359063
1352,36081032900,Queens,1449.0,5250.0,3801.0,0.127058823529,2.6231884058
1353,36081033000,Queens,1553.0,1785.0,232.0,0.103217158177,0.149388280747
1356,36081033402,Queens,1079.0,1890.0,811.0,0.0630630630631,0.751621872104
1357,36081033700,Queens,1373.0,2400.0,1027.0,0.164588528678,0.747997086672
1359,36081034700,Queens,1523.0,4200.0,2677.0,0.147952443857,1.75771503611
1360,36081035100,Queens,1274.0,3300.0,2026.0,0.146176185866,1.59026687598
1363,36081035700,Queens,1211.0,6400.0,5189.0,0.0813793103448,4.28488852188
1364,36081035800,Queens,1446.0,4500.0,3054.0,0.0372736954207,2.11203319502
1366,36081036300,Queens,1385.0,4800.0,3415.0,0.198630136986,2.46570397112
1367,36081036500,Queens,1272.0,5250.0,3978.0,0.200351493849,3.12735849057
1368,36081036700,Queens,1457.0,3375.0,1918.0,0.127886323268,1.31640356898
1370,36081037300,Queens,1402.0,2040.0,638.0,0.151802656546,0.455064194009
1371,36081037500,Queens,1413.0,3120.0,1707.0,0.164935064935,1.20806794055
1372,36081037600,Queens,1320.0,4500.0,3180.0,0.0714285714286,2.40909090909
1379,36081039800,Queens,1203.0,10290.0,9087.0,0.0456852791878,7.5536159601
1380,36081039900,Queens,1377.0,3750.0,2373.0,0.219817767654,1.72331154684
1382,36081040100,Queens,1487.0,3210.0,1723.0,0.198581560284,1.15870880968
1388,36081041300,Queens,1614.0,3000.0,1386.0,0.253588516746,0.85873605948
1390,36081041500,Queens,1410.0,4420.0,3010.0,0.157342657343,2.13475177305
1395,36081043400,Queens,1678.0,2700.0,1022.0,0.0140449438202,0.609058402861
1398,36081043900,Queens,1440.0,4470.0,3030.0,0.368639667705,2.10416666667
1399,36081044000,Queens,1397.0,2700.0,1303.0,0.15494636472,0.932712956335
1402,36081044602,Queens,1212.0,2700.0,1488.0,0.345588235294,1.22772277228
1406,36081045400,Queens,1490.0,1800.0,310.0,0.13154960981,0.208053691275
1407,36081045500,Queens,1398.0,2160.0,762.0,0.139801144923,0.545064377682
1409,36081045700,Queens,1413.0,4005.0,2592.0,0.0844594594595,1.83439490446
1411,36081045900,Queens,1475.0,3870.0,2395.0,0.167286245353,1.62372881356
1414,36081046200,Queens,1323.0,5400.0,4077.0,0.109935332158,3.08163265306
1415,36081046300,Queens,1437.0,2970.0,1533.0,0.212368728121,1.06680584551
1418,36081046600,Queens,1553.0,3000.0,1447.0,0.135338345865,0.931745009659
1419,36081046700,Queens,1283.0,5550.0,4267.0,0.290441176471,3.32579890881
1420,36081046900,Queens,1250.0,2685.0,1435.0,0.271954674221,1.148
1422,36081047100,Queens,1376.0,3500.0,2124.0,0.208970438328,1.54360465116
1424,36081047300,Queens,1546.0,5253.75,3707.75,0.153342070773,2.39828589909
1425,36081047500,Queens,1414.0,5010.0,3596.0,0.176800748363,2.54314002829
1426,36081047800,Queens,1268.0,7350.0,6082.0,0.0631434454358,4.79652996845
1427,36081047900,Queens,1436.0,3822.0,2386.0,0.144029850746,1.66155988858
1430,36081048300,Queens,1504.0,3150.0,1646.0,0.17575083426,1.09441489362
1433,36081048900,Queens,1616.0,4065.0,2449.0,0.0820105820106,1.51547029703
1434,36081049200,Queens,1164.0,2850.0,1686.0,0.0437044745057,1.44845360825
1435,36081049301,Queens,1341.0,4500.0,3159.0,0.0592105263158,2.35570469799
1438,36081049600,Queens,1339.0,1875.0,536.0,0.115961800819,0.400298730396
1440,36081049900,Queens,1503.0,2670.0,1167.0,0.106086956522,0.776447105788
1443,36081050202,Queens,1321.0,13500.0,12179.0,0.0119402985075,9.21953065859
1448,36081051100,Queens,1284.0,2680.0,1396.0,0.0191489361702,1.08722741433
1449,36081051300,Queens,1364.0,5970.0,4606.0,0.0208768267223,3.37683284457
1450,36081051500,Queens,1440.0,2610.0,1170.0,0.0841379310345,0.8125
1452,36081051700,Queens,1464.0,3675.0,2211.0,0.10396039604,1.51024590164
1455,36081052100,Queens,1288.0,3750.0,2462.0,0.11320754717,1.91149068323
1458,36081052500,Queens,1500.0,7500.0,6000.0,0.101382488479,4.0
1460,36081052800,Queens,1589.0,2630.0,1041.0,0.112540192926,0.655129011957
1462,36081053100,Queens,1348.0,3306.0,1958.0,0.0863557858377,1.45252225519
1465,36081053500,Queens,1406.0,2535.0,1129.0,0.190476190476,0.802987197724
1466,36081053601,Queens,1109.0,3000.0,1891.0,0.0663265306122,1.70513976555
1468,36081053900,Queens,1307.0,4043.68421053,2736.68421053,0.162259615385,2.09386703178
1469,36081054000,Queens,1318.0,1950.0,632.0,0.154701718908,0.479514415781
1471,36081054500,Queens,1287.0,4478.57142857,3191.57142857,0.172161172161,2.47985347985
1472,36081054700,Queens,1398.0,2600.0,1202.0,0.214734950584,0.859799713877
1474,36081054900,Queens,1332.0,2700.0,1368.0,0.272561531449,1.02702702703
1475,36081055100,Queens,1255.0,2946.0,1691.0,0.193060498221,1.34741035857
1477,36081055300,Queens,1300.0,3896.66666667,2596.66666667,0.309090909091,1.99743589744
1479,36081055500,Queens,1245.0,2364.0,1119.0,0.2,0.898795180723
1481,36081055700,Queens,1279.0,2595.0,1316.0,0.177508269019,1.02892885066
1483,36081055900,Queens,1287.0,3480.0,2193.0,0.307142857143,1.70396270396
1488,36081056500,Queens,1383.0,1770.0,387.0,0.201238390093,0.279826464208
1490,36081056700,Queens,1467.0,2850.0,1383.0,0.0392156862745,0.942740286299
1495,36081058100,Queens,1279.0,4470.0,3191.0,0.0998531571219,2.49491790461
1496,36081058200,Queens,1356.0,3150.0,1794.0,0.136678200692,1.32300884956
1497,36081058300,Queens,1341.0,3217.5,1876.5,0.102708803612,1.39932885906
1498,36081058500,Queens,1328.0,5037.0,3709.0,0.140480591497,2.79292168675
1500,36081058900,Queens,1294.0,3000.0,1706.0,0.248648648649,1.31839258114
1502,36081059100,Queens,1171.0,3273.33333333,2102.33333333,0.0976923076923,1.79533162539
1503,36081059300,Queens,1290.0,2850.0,1560.0,0.104146576663,1.20930232558
1504,36081059400,Queens,1155.0,4950.0,3795.0,0.031914893617,3.28571428571
1505,36081059500,Queens,1261.0,3225.0,1964.0,0.142418032787,1.55749405234
1515,36081061000,Queens,1972.0,2970.0,998.0,0.0,0.506085192698
1517,36081061301,Queens,1349.0,3100.0,1751.0,0.17279174726,1.29799851742
1522,36081061900,Queens,1139.0,3300.0,2161.0,0.118314424635,1.89727831431
1533,36081063301,Queens,1336.0,17970.0,16634.0,0.0418848167539,12.4505988024
1537,36081063800,Queens,1460.0,4350.0,2890.0,0.0610169491525,1.97945205479
1541,36081064500,Queens,1571.0,3300.0,1729.0,0.0546139359699,1.10057288351
1542,36081064600,Queens,1425.0,5070.0,3645.0,0.0879432624113,2.55789473684
1546,36081065600,Queens,1769.0,2490.0,721.0,0.0995065789474,0.407574901074
1547,36081065702,Queens,1438.0,2970.0,1532.0,0.0623655913978,1.06536856745
1548,36081065703,Queens,1330.0,7800.0,6470.0,0.0443548387097,4.86466165414
1549,36081065900,Queens,1408.0,2940.0,1532.0,0.0482456140351,1.08806818182
1551,36081066100,Queens,1361.0,2970.0,1609.0,0.0320855614973,1.18221895665
1552,36081066400,Queens,1567.0,3400.0,1833.0,0.0662571303203,1.16975111678
1553,36081066701,Queens,1435.0,2370.0,935.0,0.0693430656934,0.651567944251
1557,36081067900,Queens,1193.0,4500.0,3307.0,0.0823244552058,2.77200335289
1561,36081068700,Queens,1383.0,3150.0,1767.0,0.133905579399,1.27765726681
1563,36081069300,Queens,1426.0,2550.0,1124.0,0.153963414634,0.788218793829
1565,36081069500,Queens,1455.0,3150.0,1695.0,0.0589569160998,1.16494845361
1566,36081069701,Queens,1450.0,3270.0,1820.0,0.082264957265,1.25517241379
1567,36081069702,Queens,1460.0,3480.0,2020.0,0.03951701427,1.38356164384
1568,36081070300,Queens,1196.0,2850.0,1654.0,0.0237623762376,1.38294314381
1569,36081070700,Queens,1200.0,6750.0,5550.0,0.0806223479491,4.625
1570,36081070900,Queens,1811.0,7740.0,5929.0,0.0412541254125,3.27388183324
1571,36081071100,Queens,1446.0,3355.71428571,1909.71428571,0.0939794419971,1.32068761114
1572,36081071303,Queens,1642.0,2550.0,908.0,0.0373831775701,0.552984165652
1575,36081071306,Queens,1477.0,5064.0,3587.0,0.173590504451,2.42857142857
1577,36081071702,Queens,1130.0,8250.0,7120.0,0.137440758294,6.30088495575
1578,36081071900,Queens,1424.0,4250.0,2826.0,0.167364016736,1.9845505618
1579,36081072100,Queens,1063.0,3375.0,2312.0,0.0601317957166,2.17497648166
1580,36081072300,Queens,2333.0,12225.0,9892.0,0.00796812749004,4.24003429061
1581,36081072900,Queens,1500.0,15000.0,13500.0,0.0555555555556,9.0
1583,36081073700,Queens,1595.0,4275.0,2680.0,0.0147783251232,1.6802507837
1584,36081073900,Queens,1685.0,3727.5,2042.5,0.0256175663312,1.21216617211
1585,36081074100,Queens,1366.0,2700.0,1334.0,0.0289093298292,0.976573938507
1586,36081074300,Queens,1320.0,3870.0,2550.0,0.046875,1.93181818182
1587,36081074500,Queens,1096.0,2775.0,1679.0,0.173114119923,1.53193430657
1589,36081075701,Queens,1640.0,4590.0,2950.0,0.0160857908847,1.7987804878
1590,36081075702,Queens,1524.0,3560.0,2036.0,0.0675547098002,1.33595800525
1591,36081076902,Queens,1684.0,3600.0,1916.0,0.0663265306122,1.1377672209
1592,36081077300,Queens,1194.0,4500.0,3306.0,0.0674157303371,2.76884422111
1593,36081077500,Queens,1347.0,4950.0,3603.0,0.0692124105012,2.67483296214
1594,36081077902,Queens,1497.0,3450.0,1953.0,0.0738724727838,1.30460921844
1596,36081077904,Queens,1630.0,3150.0,1520.0,0.095646842428,0.932515337423
1598,36081077907,Queens,1351.0,2940.0,1589.0,0.143884892086,1.17616580311
1599,36081077908,Queens,1356.0,4170.0,2814.0,0.134146341463,2.07522123894
1600,36081078800,Queens,1797.0,1470.0,-327.0,0.0575539568345,-0.181969949917
1601,36081079000,Queens,1257.0,5850.0,4593.0,0.210977701544,3.65393794749
1604,36081079701,Queens,1288.0,2970.0,1682.0,0.112447384245,1.30590062112
1608,36081080302,Queens,1442.0,2550.0,1108.0,0.0422222222222,0.768377253814
1609,36081080900,Queens,894.0,1200.0,306.0,0.0698954320308,0.342281879195
1612,36081083700,Queens,1226.0,4650.0,3424.0,0.160583941606,2.79282218597
1617,36081084602,Queens,1650.0,3450.0,1800.0,0.0708333333333,1.09090909091
1618,36081085300,Queens,1464.0,9990.0,8526.0,0.184466019417,5.8237704918
1619,36081085500,Queens,1275.0,2400.0,1125.0,0.170187793427,0.882352941176
1620,36081085700,Queens,1323.0,6000.0,4677.0,0.256910569106,3.53514739229
1621,36081085900,Queens,1353.0,2700.0,1347.0,0.205350118017,0.9955654102
1626,36081086900,Queens,1590.0,2934.0,1344.0,0.317669172932,0.845283018868
1627,36081087100,Queens,716.0,6540.0,5824.0,0.346551724138,8.13407821229
