,GEOID,County ,median_rent,monthly_BnB,rent_diff,poverty_rate,premium_pct_median_rent
635,36047050300,Kings,1784.0,5563.22033898,3779.22033898,0.0733944954128,2.118397051
636,36047050400,Kings,1364.0,3764.11764706,2400.11764706,0.093572009764,1.7596170433
637,36047050600,Kings,1371.0,5628.46153846,4257.46153846,0.152960526316,3.10536946642
638,36047050801,Kings,1205.0,4044.0,2839.0,0.276315789474,2.35601659751
639,36047050803,Kings,1215.0,3864.54545455,2649.54545455,0.0675381263617,2.18069584737
640,36047050804,Kings,1163.0,3069.375,1906.375,0.181818181818,1.63918744626
641,36047051001,Kings,1230.0,2760.0,1530.0,0.0493583415597,1.24390243902
642,36047051002,Kings,1193.0,3006.42857143,1813.42857143,0.123088685015,1.52005747815
643,36047051100,Kings,982.0,4712.10526316,3730.10526316,0.29435483871,3.79847786473
644,36047051200,Kings,1200.0,2916.42857143,1716.42857143,0.185319767442,1.43035714286
645,36047051300,Kings,1733.0,5737.09677419,4004.09677419,0.134545454545,2.31050015822
646,36047051400,Kings,1335.0,3247.89473684,1912.89473684,0.141620284477,1.43287995269
647,36047051500,Kings,2042.0,5649.57446809,3607.57446809,0.06,1.76668681101
648,36047051601,Kings,1198.0,4084.28571429,2886.28571429,0.15559293524,2.40925351777
649,36047051700,Kings,2214.0,5952.61682243,3738.61682243,0.0184615384615,1.68862548439
650,36047051800,Kings,1321.0,6145.71428571,4824.71428571,0.141447368421,3.65231967124
651,36047051900,Kings,2095.0,7508.12903226,5413.12903226,0.0230179028133,2.58383247363
652,36047052300,Kings,1179.0,6759.07894737,5580.07894737,0.147906976744,4.73289138878
653,36047052600,Kings,1473.0,3842.72727273,2369.72727273,0.135435992579,1.60877615257
654,36047052800,Kings,1340.0,6948.0,5608.0,0.0478260869565,4.18507462687
655,36047053000,Kings,1287.0,2490.0,1203.0,0.154696132597,0.934731934732
656,36047053100,Kings,1672.0,4462.5,2790.5,0.450171821306,1.66895933014
657,36047053200,Kings,1239.0,2250.0,1011.0,0.107272727273,0.81598062954
658,36047053300,Kings,1165.0,5400.0,4235.0,0.578363384189,3.63519313305
659,36047053400,Kings,1241.0,3080.0,1839.0,0.281588447653,1.48186946011
661,36047053800,Kings,1268.0,4314.0,3046.0,0.218234723569,2.40220820189
662,36047054300,Kings,2331.0,3383.07692308,1052.07692308,0.125,0.451341451343
663,36047054400,Kings,1237.0,4470.0,3233.0,0.210526315789,2.61358124495
664,36047054600,Kings,1240.0,3050.0,1810.0,0.172074729597,1.45967741935
665,36047054700,Kings,1464.0,7651.93548387,6187.93548387,0.414857142857,4.22673188789
666,36047054800,Kings,1240.0,2550.0,1310.0,0.0898876404494,1.0564516129
667,36047054900,Kings,2269.0,6187.12871287,3918.12871287,0.262996941896,1.72680859977
668,36047055100,Kings,1205.0,6000.59405941,4795.59405941,0.120183486239,3.97974610739
669,36047055200,Kings,1174.0,2595.0,1421.0,0.163406214039,1.21039182283
670,36047055400,Kings,1301.0,4005.0,2704.0,0.190243902439,2.07840122982
671,36047055500,Kings,2387.0,9654.83870968,7267.83870968,0.0534069981584,3.04475857129
672,36047055600,Kings,1334.0,2970.0,1636.0,0.0986984815618,1.2263868066
673,36047055700,Kings,1862.0,8781.85714286,6919.85714286,0.0288888888889,3.71635721958
676,36047056100,Kings,1658.0,5145.0,3487.0,0.0182481751825,2.10313630881
677,36047056200,Kings,2200.0,4170.0,1970.0,0.113378684807,0.895454545455
679,36047056500,Kings,1630.0,5356.19047619,3726.19047619,0.0642504118616,2.28600642711
682,36047056900,Kings,1714.0,5187.14285714,3473.14285714,0.0747663551402,2.02633772295
683,36047057000,Kings,1186.0,4500.0,3314.0,0.0307881773399,2.79426644182
684,36047057100,Kings,1722.0,4696.875,2974.875,0.11572327044,1.72756968641
687,36047057500,Kings,1796.0,4321.36363636,2525.36363636,0.192052980132,1.40610447459
688,36047057600,Kings,1313.0,4290.0,2977.0,0.098535286285,2.26732673267
689,36047057800,Kings,1216.0,2790.0,1574.0,0.238095238095,1.29440789474
690,36047057900,Kings,1453.0,5846.80851064,4393.80851064,0.15,3.02395630464
691,36047058000,Kings,1215.0,2970.0,1755.0,0.123163841808,1.44444444444
693,36047058400,Kings,1330.0,2220.0,890.0,0.0635641316686,0.669172932331
695,36047058800,Kings,1167.0,4410.0,3243.0,0.127582017011,2.77892030848
696,36047058900,Kings,1727.0,4329.13043478,2602.13043478,0.0547945205479,1.50673447295
697,36047059000,Kings,1234.0,3000.0,1766.0,0.165644171779,1.43111831442
698,36047059100,Kings,1727.0,3738.85714286,2011.85714286,0.0783783783784,1.16494333692
699,36047059200,Kings,1138.0,2980.0,1842.0,0.0587275693312,1.61862917399
700,36047059300,Kings,1477.0,4033.125,2556.125,0.0858468677494,1.73061949898
704,36047059800,Kings,1273.0,3000.0,1727.0,0.212157330155,1.35663786332
705,36047060000,Kings,1299.0,2750.0,1451.0,0.103626943005,1.11701308699
706,36047060600,Kings,1217.0,3270.0,2053.0,0.214057507987,1.68693508628
708,36047061002,Kings,1161.0,2535.0,1374.0,0.0367207514944,1.1834625323
710,36047061200,Kings,1269.0,4500.0,3231.0,0.0641025641026,2.54609929078
711,36047061600,Kings,1568.0,3135.0,1567.0,0.048128342246,0.999362244898
712,36047062000,Kings,1655.0,6300.0,4645.0,0.0570264765784,2.80664652568
713,36047062200,Kings,1629.0,6600.0,4971.0,0.0704787234043,3.05156537753
714,36047062600,Kings,1063.0,2400.0,1337.0,0.162659123055,1.25776105362
715,36047062800,Kings,1315.0,24250.0,22935.0,0.0535211267606,17.4410646388
724,36047065000,Kings,1272.0,1875.0,603.0,0.143631436314,0.474056603774
729,36047067000,Kings,1447.0,1980.0,533.0,0.0842696629213,0.368348306842
732,36047067600,Kings,1557.0,3300.0,1743.0,0.0120481927711,1.11946050096
734,36047068200,Kings,1338.0,2685.0,1347.0,0.013986013986,1.0067264574
739,36047069602,Kings,1339.0,5025.0,3686.0,0.0919335705813,2.75280059746
742,36047070201,Kings,1527.0,15000.0,13473.0,0.0461538461538,8.8231827112
749,36047072800,Kings,1141.0,5400.0,4259.0,0.0474683544304,3.73269062226
751,36047073200,Kings,1141.0,5250.0,4109.0,0.0578871201158,3.60122699387
754,36047074000,Kings,1121.0,4350.0,3229.0,0.120805369128,2.88046387154
755,36047074200,Kings,1225.0,2100.0,875.0,0.114882506527,0.714285714286
756,36047074600,Kings,1168.0,9000.0,7832.0,0.112449799197,6.70547945205
758,36047075000,Kings,1175.0,2340.0,1165.0,0.178125,0.991489361702
763,36047076200,Kings,1209.0,3735.0,2526.0,0.194017094017,2.08933002481
764,36047076400,Kings,1228.0,3300.0,2072.0,0.105200945626,1.68729641694
765,36047076600,Kings,1345.0,4350.0,3005.0,0.111504424779,2.23420074349
766,36047076800,Kings,1278.0,3870.0,2592.0,0.180574555404,2.02816901408
767,36047077000,Kings,1331.0,3990.0,2659.0,0.168079096045,1.9977460556
768,36047077200,Kings,1179.0,1950.0,771.0,0.100135317997,0.653944020356
769,36047077400,Kings,1236.0,2070.0,834.0,0.1401179941,0.674757281553
771,36047078000,Kings,1028.0,3750.0,2722.0,0.0654362416107,2.64785992218
772,36047078200,Kings,1086.0,3430.0,2344.0,0.141874462597,2.15837937385
773,36047078400,Kings,1323.0,4140.0,2817.0,0.045584045584,2.12925170068
774,36047078600,Kings,1175.0,4387.5,3212.5,0.157808667212,2.73404255319
775,36047079200,Kings,1165.0,4242.0,3077.0,0.233944954128,2.64120171674
776,36047079400,Kings,1303.0,3247.5,1944.5,0.201405152225,1.49232540292
777,36047079601,Kings,1205.0,3757.77777778,2552.77777778,0.129201680672,2.11848778239
778,36047079602,Kings,1154.0,2652.85714286,1498.85714286,0.234945705824,1.29883634563
779,36047079801,Kings,1201.0,3512.64705882,2311.64705882,0.0468319559229,1.9247685752
780,36047079802,Kings,1191.0,3188.125,1997.125,0.137982195846,1.67684718724
781,36047080000,Kings,1250.0,4970.0,3720.0,0.15415821501,2.976
782,36047080200,Kings,1182.0,3357.27272727,2175.27272727,0.14667896679,1.84033225657
783,36047080400,Kings,1237.0,3462.63157895,2225.63157895,0.264822134387,1.79921712122
784,36047080600,Kings,1302.0,4718.57142857,3416.57142857,0.220207253886,2.62409479921
785,36047080800,Kings,235.0,4410.0,4175.0,0.338983050847,17.7659574468
786,36047081000,Kings,1234.0,6145.0,4911.0,0.220374220374,3.97974068071
787,36047081400,Kings,1235.0,3700.0,2465.0,0.180379746835,1.995951417
788,36047081600,Kings,1186.0,3360.0,2174.0,0.192957746479,1.83305227656
789,36047081800,Kings,1139.0,3783.33333333,2644.33333333,0.244739756368,2.32162715832
790,36047082000,Kings,1178.0,2736.66666667,1558.66666667,0.178694158076,1.32314657612
791,36047082200,Kings,1171.0,3304.0,2133.0,0.180862831858,1.82152006832
792,36047082600,Kings,1116.0,3780.0,2664.0,0.154170176917,2.38709677419
793,36047082800,Kings,1147.0,3420.0,2273.0,0.149940968123,1.98169136879
794,36047083000,Kings,1150.0,3900.0,2750.0,0.119253830779,2.39130434783
795,36047083200,Kings,1273.0,4650.0,3377.0,0.0189655172414,2.65278868814
796,36047083400,Kings,1144.0,3600.0,2456.0,0.0788804071247,2.14685314685
797,36047083600,Kings,1262.0,4500.0,3238.0,0.0818181818182,2.56576862124
798,36047083800,Kings,1254.0,3300.0,2046.0,0.0116861435726,1.63157894737
800,36047084600,Kings,1207.0,3180.0,1973.0,0.167058823529,1.63463131732
804,36047085400,Kings,1110.0,2610.0,1500.0,0.0734693877551,1.35135135135
805,36047085600,Kings,1165.0,2835.0,1670.0,0.099537037037,1.43347639485
806,36047085800,Kings,1247.0,3600.0,2353.0,0.10752688172,1.88692862871
807,36047086000,Kings,1184.0,3075.0,1891.0,0.181718061674,1.59712837838
809,36047086600,Kings,1189.0,4200.0,3011.0,0.0849056603774,2.53238015139
810,36047086800,Kings,1218.0,2145.0,927.0,0.200258397933,0.761083743842
811,36047087000,Kings,1226.0,5700.0,4474.0,0.181333333333,3.64926590538
812,36047087200,Kings,1233.0,3590.0,2357.0,0.107648725212,1.91159772912
813,36047087401,Kings,1039.0,9000.0,7961.0,0.285035629454,7.66217516843
815,36047088000,Kings,1052.0,2640.0,1588.0,0.182509505703,1.50950570342
816,36047088200,Kings,1217.0,3450.0,2233.0,0.144498186215,1.83483976993
818,36047088600,Kings,1144.0,3620.0,2476.0,0.207816968541,2.16433566434
819,36047088800,Kings,1202.0,3570.0,2368.0,0.147448015123,1.97004991681
821,36047089200,Kings,1096.0,9300.0,8204.0,0.245243128964,7.48540145985
823,36047089800,Kings,1225.0,2550.0,1325.0,0.255033557047,1.08163265306
829,36047092400,Kings,1041.0,2250.0,1209.0,0.195595854922,1.1613832853
830,36047092800,Kings,1205.0,2640.0,1435.0,0.0954545454545,1.19087136929
832,36047093200,Kings,1061.0,5115.0,4054.0,0.0335195530726,3.82092365693
835,36047093800,Kings,1160.0,4860.0,3700.0,0.228070175439,3.18965517241
839,36047095400,Kings,1427.0,4470.0,3043.0,0.121212121212,2.13244569026
840,36047095600,Kings,1602.0,2400.0,798.0,0.124401913876,0.498127340824
841,36047095800,Kings,1362.0,2850.0,1488.0,0.100917431193,1.09251101322
843,36047096200,Kings,1463.0,5370.0,3907.0,0.117073170732,2.67053998633
844,36047096400,Kings,1376.0,5250.0,3874.0,0.21706864564,2.81540697674
845,36047096800,Kings,1448.0,2835.0,1387.0,0.169642857143,0.957872928177
846,36047097000,Kings,1480.0,18000.0,16520.0,0.126353790614,11.1621621622
847,36047097400,Kings,1354.0,4500.0,3146.0,0.0995260663507,2.3234859675
849,36047098400,Kings,1556.0,3750.0,2194.0,0.180434782609,1.41002570694
851,36047098800,Kings,1248.0,3450.0,2202.0,0.0827489481066,1.76442307692
853,36047099200,Kings,1512.0,3757.5,2245.5,0.19776119403,1.48511904762
855,36047099600,Kings,1408.0,3100.0,1692.0,0.0855263157895,1.20170454545
856,36047099800,Kings,1589.0,3300.0,1711.0,0.0557851239669,1.0767778477
858,36047100600,Kings,1542.0,4500.0,2958.0,0.0840480274443,1.91828793774
859,36047100800,Kings,1269.0,7500.0,6231.0,0.236162361624,4.91016548463
860,36047101000,Kings,1516.0,5400.0,3884.0,0.111801242236,2.56200527704
861,36047101200,Kings,1281.0,3570.0,2289.0,0.0526315789474,1.7868852459
862,36047101400,Kings,1281.0,3000.0,1719.0,0.109656301146,1.34192037471
864,36047101800,Kings,1359.0,2610.0,1251.0,0.0811455847255,0.920529801325
866,36047102200,Kings,1265.0,2550.0,1285.0,0.127927927928,1.01581027668
867,36047102400,Kings,1364.0,9000.0,7636.0,0.0285714285714,5.59824046921
868,36047102600,Kings,1400.0,5250.0,3850.0,0.0357675111773,2.75
869,36047102800,Kings,1408.0,4500.0,3092.0,0.0854922279793,2.19602272727
871,36047107000,Kings,1139.0,2640.0,1501.0,0.0287356321839,1.31782265145
872,36047107800,Kings,1139.0,2640.0,1501.0,0.065196548418,1.31782265145
877,36047111600,Kings,1542.0,4050.0,2508.0,0.32137733142,1.62645914397
878,36047111800,Kings,1325.0,2790.0,1465.0,0.314009661836,1.10566037736
879,36047112000,Kings,1225.0,4500.0,3275.0,0.418633540373,2.67346938776
881,36047112400,Kings,1189.0,3000.0,1811.0,0.329113924051,1.52312867956
882,36047112600,Kings,1140.0,2445.0,1305.0,0.265348595213,1.14473684211
884,36047113000,Kings,1120.0,2994.0,1874.0,0.354030501089,1.67321428571
886,36047114201,Kings,1199.0,4280.0,3081.0,0.152019002375,2.56964136781
887,36047114202,Kings,1132.0,2130.0,998.0,0.105436573311,0.881625441696
888,36047114400,Kings,1124.0,3705.0,2581.0,0.34668989547,2.2962633452
889,36047115200,Kings,1164.0,3876.0,2712.0,0.36327077748,2.32989690722
890,36047115600,Kings,551.0,3750.0,3199.0,0.474418604651,5.8058076225
891,36047115800,Kings,1245.0,3528.0,2283.0,0.194602272727,1.83373493976
892,36047116200,Kings,1189.0,5850.0,4661.0,0.231759656652,3.92010092515
894,36047116600,Kings,1289.0,2565.0,1276.0,0.250361794501,0.989914662529
895,36047116800,Kings,1089.0,8610.0,7521.0,0.347953216374,6.90633608815
896,36047117000,Kings,1210.0,2250.0,1040.0,0.220159151194,0.859504132231
897,36047117201,Kings,1339.0,2010.0,671.0,0.252365930599,0.501120238984
898,36047117202,Kings,1293.0,10500.0,9207.0,0.0767326732673,7.12064965197
900,36047117601,Kings,1332.0,2610.0,1278.0,0.24255952381,0.959459459459
905,36047118400,Kings,1362.0,2400.0,1038.0,0.223518850987,0.762114537445
909,36047119200,Kings,1307.0,2475.0,1168.0,0.328445747801,0.893649579189
910,36047119600,Kings,1114.0,5070.0,3956.0,0.253731343284,3.55116696589
911,36047119800,Kings,1277.0,2625.0,1348.0,0.387096774194,1.0555990603
915,36047122000,Kings,1184.0,8500.0,7316.0,0.162303664921,6.17905405405
916,36047150200,Kings,1737.0,4110.0,2373.0,0.0235457063712,1.36614853195
917,36047152200,Kings,1614.0,7705.0,6091.0,0.145363408521,3.77385377943
920,36061000202,Manhattan,628.0,8275.0,7647.0,0.198748043818,12.1767515924
922,36061000600,Manhattan,645.0,7264.18604651,6619.18604651,0.350764852366,10.2623039481
923,36061000700,Manhattan,2857.0,7219.5,4362.5,0.0,1.52695134757
924,36061000800,Manhattan,929.0,5524.54545455,4595.54545455,0.296476306197,4.94676582836
926,36061001002,Manhattan,396.0,4350.0,3954.0,0.352666666667,9.98484848485
927,36061001200,Manhattan,908.0,5131.76470588,4223.76470588,0.168564920273,4.65172324436
928,36061001300,Manhattan,2817.0,7757.0,4940.0,0.016,1.75363862265
929,36061001502,Manhattan,3075.0,8000.0,4925.0,0.0,1.60162601626
930,36061001800,Manhattan,1191.0,6217.05882353,5026.05882353,0.303149606299,4.22003259742
931,36061002000,Manhattan,415.0,5050.0,4635.0,0.453796889296,11.1686746988
932,36061002202,Manhattan,2195.0,5930.90909091,3735.90909091,0.14156626506,1.70200869745
933,36061002500,Manhattan,386.0,5135.0,4749.0,0.397464578673,12.3031088083
934,36061002601,Manhattan,955.0,5867.27272727,4912.27272727,0.1821386604,5.14374107568
935,36061002700,Manhattan,1028.0,5195.0,4167.0,0.0651558073654,4.05350194553
936,36061003001,Manhattan,1964.0,6045.0,4081.0,0.297872340426,2.07790224033
937,36061003002,Manhattan,1235.0,7085.78947368,5850.78947368,0.139211136891,4.73748135521
938,36061003100,Manhattan,2719.0,7216.5,4497.5,0.0819112627986,1.65410077234
939,36061003200,Manhattan,1607.0,6109.04494382,4502.04494382,0.0177777777778,2.80152143362
940,36061003400,Manhattan,1864.0,6231.92982456,4367.92982456,0.244233378562,2.34330999172
941,36061003601,Manhattan,938.0,6993.19148936,6055.19148936,0.340030911901,6.45542802704
942,36061003602,Manhattan,1445.0,6987.27272727,5542.27272727,0.120567375887,3.83548285624
943,36061003800,Manhattan,1748.0,6498.98305085,4750.98305085,0.033918128655,2.71795369042
944,36061003900,Manhattan,1690.0,11614.2857143,9924.28571429,0.0304975922953,5.87235841082
945,36061004000,Manhattan,2054.0,6461.84210526,4407.84210526,0.0975609756098,2.14597960334
946,36061004100,Manhattan,1323.0,7038.5046729,5715.5046729,0.209401709402,4.32010935215
947,36061004300,Manhattan,1809.0,8507.40458015,6698.40458015,0.189075630252,3.70282176902
948,36061004400,Manhattan,1834.0,12169.2857143,10335.2857143,0.0359216255443,5.63537934258
949,36061004800,Manhattan,1911.0,5881.01694915,3970.01694915,0.0,2.07745523242
950,36061004900,Manhattan,2105.0,8734.40366972,6629.40366972,0.0444444444444,3.14936041317
951,36061005000,Manhattan,2483.0,8592.24489796,6109.24489796,0.0531468531469,2.46042887554
952,36061005200,Manhattan,2620.0,10009.5,7389.5,0.0601851851852,2.82041984733
953,36061005400,Manhattan,2573.0,10495.2272727,7922.22727273,0.0185676392573,3.07898455994
954,36061005501,Manhattan,2045.0,7390.0,5345.0,0.0286343612335,2.61369193154
955,36061005502,Manhattan,2355.0,10486.5,8131.5,0.0,3.45286624204
956,36061005600,Manhattan,2503.0,10724.4444444,8221.44444444,0.0316027088036,3.28463621432
957,36061005700,Manhattan,3345.0,14186.25,10841.25,0.0119453924915,3.24103139013
958,36061005800,Manhattan,2947.0,7764.70588235,4817.70588235,0.025390625,1.6347831294
959,36061005900,Manhattan,1868.0,17225.2173913,15357.2173913,0.0,8.22120845359
960,36061006000,Manhattan,2337.0,5590.0,3253.0,0.0232804232804,1.3919554985
961,36061006100,Manhattan,2718.0,12033.75,9315.75,0.0444104134763,3.42742825607
962,36061006300,Manhattan,2207.0,8474.38356164,6267.38356164,0.0,2.83977506191
963,36061006500,Manhattan,2100.0,6915.0,4815.0,0.0593667546174,2.29285714286
964,36061006600,Manhattan,1164.0,6961.57894737,5797.57894737,0.100403632694,4.98073792729
965,36061006700,Manhattan,2248.0,7818.05309735,5570.05309735,0.0,2.47778162694
966,36061006800,Manhattan,2094.0,7297.34042553,5203.34042553,0.0,2.48488081448
967,36061006900,Manhattan,3471.0,8520.0,5049.0,0.036866359447,1.45462402766
968,36061007000,Manhattan,2322.0,8429.5,6107.5,0.0349829351536,2.63027562446
969,36061007100,Manhattan,2240.0,7113.26086957,4873.26086957,0.012077294686,2.1755628882
970,36061007200,Manhattan,2480.0,8195.3125,5715.3125,0.102682701203,2.30456149194
971,36061007400,Manhattan,2645.0,7310.71428571,4665.71428571,0.0355555555556,1.76397515528
972,36061007500,Manhattan,1927.0,9256.02739726,7329.02739726,0.0,3.80333544227
973,36061007600,Manhattan,2697.0,6685.57377049,3988.57377049,0.0295358649789,1.4788927588
974,36061007700,Manhattan,2248.0,7710.81081081,5462.81081081,0.0104947526237,2.43007598346
975,36061007800,Manhattan,2323.0,6286.08695652,3963.08695652,0.0370705244123,1.7060210747
976,36061008000,Manhattan,2207.0,8678.18181818,6471.18181818,0.0358851674641,2.93211681839
977,36061008100,Manhattan,1576.0,6358.85350318,4782.85350318,0.0136660724896,3.03480552232
978,36061008200,Manhattan,2684.0,6316.8,3632.8,0.0,1.35350223547
979,36061008300,Manhattan,967.0,7394.11764706,6427.11764706,0.225312934631,6.64645051402
980,36061008601,Manhattan,3293.0,8496.66666667,5203.66666667,0.0,1.58022067011
982,36061008603,Manhattan,2599.0,5446.66666667,2847.66666667,0.0431293881645,1.09567782481
983,36061008700,Manhattan,2243.0,8058.36206897,5815.36206897,0.0245346869712,2.59267145295
984,36061008800,Manhattan,1995.0,6793.75,4798.75,0.0618238021638,2.40538847118
985,36061009000,Manhattan,2381.0,8326.89655172,5945.89655172,0.0711077844311,2.49722660719
986,36061009100,Manhattan,1990.0,8269.28571429,6279.28571429,0.0608439646712,3.15541995693
987,36061009200,Manhattan,2685.0,9149.26829268,6464.26829268,0.0331753554502,2.40754871236
988,36061009400,Manhattan,2107.0,10050.0,7943.0,0.0,3.76981490271
989,36061009500,Manhattan,2280.0,8882.44897959,6602.44897959,0.0533333333333,2.89581095596
990,36061009600,Manhattan,1967.0,16950.0,14983.0,0.0,7.61718352822
991,36061009800,Manhattan,2076.0,7576.4516129,5500.4516129,0.0,2.64954316614
992,36061009900,Manhattan,2901.0,10558.8888889,7657.88888889,0.0165912518854,2.63974108545
993,36061010000,Manhattan,2391.0,7662.0,5271.0,0.0,2.20451693852
994,36061010100,Manhattan,3362.0,9915.78947368,6553.78947368,0.0378378378378,1.94937224083
995,36061010300,Manhattan,2455.0,6312.72727273,3857.72727273,0.027149321267,1.57137567117
996,36061010400,Manhattan,2276.0,12130.0,9854.0,0.0327868852459,4.3295254833
997,36061010601,Manhattan,2368.0,6542.0,4174.0,0.0378787878788,1.76266891892
998,36061010602,Manhattan,2393.0,5881.76470588,3488.76470588,0.0,1.45790418131
999,36061010800,Manhattan,2196.0,6191.4893617,3995.4893617,0.010663507109,1.81943960005
1000,36061010900,Manhattan,3050.0,9083.33333333,6033.33333333,0.1875,1.9781420765
1001,36061011000,Manhattan,1977.0,8909.01639344,6932.01639344,0.0326167531505,3.50633100326
1002,36061011100,Manhattan,2390.0,7449.47368421,5059.47368421,0.12427184466,2.1169345959
1003,36061011201,Manhattan,2435.0,8715.0,6280.0,0.0692307692308,2.57905544148
1004,36061011202,Manhattan,2760.0,6840.0,4080.0,0.0533333333333,1.47826086957
1005,36061011203,Manhattan,3041.0,12135.0,9094.0,0.0680628272251,2.99046366327
1006,36061011401,Manhattan,2213.0,6630.0,4417.0,0.0,1.99593312246
1007,36061011402,Manhattan,2045.0,7495.0,5450.0,0.0184804928131,2.66503667482
1008,36061011500,Manhattan,2280.0,8110.94594595,5830.94594595,0.066985645933,2.55743243243
1009,36061011600,Manhattan,1465.0,5221.2,3756.2,0.0,2.56395904437
1010,36061011700,Manhattan,2880.0,6886.0,4006.0,0.120689655172,1.39097222222
1011,36061011800,Manhattan,2276.0,6226.8,3950.8,0.0,1.73585237258
1012,36061012000,Manhattan,2374.0,11664.0,9290.0,0.0266990291262,3.91322662174
1013,36061012100,Manhattan,1457.0,8579.3129771,7122.3129771,0.015368852459,4.88834109616
1014,36061012200,Manhattan,2572.0,10450.5,7878.5,0.0,3.06318040435
1015,36061012400,Manhattan,2147.0,5101.81818182,2954.81818182,0.0455417066155,1.37625439302
1016,36061012500,Manhattan,3452.0,9260.71428571,5808.71428571,0.00819672131148,1.68270981625
1017,36061012600,Manhattan,1840.0,6037.0,4197.0,0.0,2.28097826087
1018,36061012700,Manhattan,1838.0,7323.96551724,5485.96551724,0.143698468787,2.98474728903
1019,36061012800,Manhattan,2075.0,7371.11111111,5296.11111111,0.0182926829268,2.55234270415
1020,36061013100,Manhattan,2582.0,8586.0,6004.0,0.251336898396,2.32532920217
1021,36061013200,Manhattan,1884.0,5472.35294118,3588.35294118,0.0122470713525,1.90464593481
1022,36061013400,Manhattan,1789.0,5787.08333333,3998.08333333,0.129346904156,2.23481460779
1023,36061013500,Manhattan,1299.0,6736.15384615,5437.15384615,0.147245762712,4.18564576301
1024,36061013700,Manhattan,2842.0,10595.3684211,7753.36842105,0.0420168067227,2.72813807919
1025,36061013800,Manhattan,2157.0,5628.0,3471.0,0.0,1.60917941586
1026,36061013900,Manhattan,2000.0,7183.88888889,5183.88888889,0.031523642732,2.59194444445
1027,36061014000,Manhattan,2193.0,7090.8,4897.8,0.0746500777605,2.23337893297
1029,36061014401,Manhattan,2202.0,5317.5,3115.5,0.0158970476911,1.41485013624
1030,36061014402,Manhattan,2110.0,5792.72727273,3682.72727273,0.0169988276671,1.7453683757
1031,36061014500,Manhattan,3334.0,13182.6315789,9848.63157895,0.0,2.95399867395
1032,36061014601,Manhattan,2115.0,6306.5625,4191.5625,0.0,1.98182624113
1033,36061014602,Manhattan,2169.0,5425.0,3256.0,0.0163154316791,1.50115260489
1034,36061014700,Manhattan,3164.0,4812.85714286,1648.85714286,0.00642673521851,0.521130576125
1035,36061014801,Manhattan,2262.0,5130.0,2868.0,0.0520446096654,1.26790450928
1036,36061014802,Manhattan,1975.0,5418.0,3443.0,0.0416666666667,1.74329113924
1037,36061014900,Manhattan,3027.0,6320.0,3293.0,0.0275671950379,1.08787578461
1038,36061015001,Manhattan,2273.0,6735.0,4462.0,0.0965092402464,1.96304443467
1039,36061015002,Manhattan,2260.0,5145.0,2885.0,0.0353021045485,1.27654867257
1040,36061015200,Manhattan,1094.0,4954.0,3860.0,0.123143564356,3.52833638026
1041,36061015300,Manhattan,2477.0,7651.0,5174.0,0.0163124073159,2.08881711748
1042,36061015601,Manhattan,2007.0,7233.46153846,5226.46153846,0.0819672131148,2.60411636196
1043,36061015602,Manhattan,979.0,8374.28571429,7395.28571429,0.154013015184,7.55391799212
1044,36061015700,Manhattan,2025.0,7128.46153846,5103.46153846,0.0160091480846,2.52022792023
1045,36061015802,Manhattan,2394.0,4960.0,2566.0,0.00857843137255,1.07184628237
1046,36061015900,Manhattan,1958.0,7414.92537313,5456.92537313,0.0432827431141,2.78698946534
1047,36061016001,Manhattan,2566.0,9086.66666667,6520.66666667,0.00700525394046,2.54117952715
1048,36061016002,Manhattan,1577.0,5390.0,3813.0,0.0542521994135,2.41788205453
1049,36061016100,Manhattan,2236.0,6391.5,4155.5,0.0,1.85845259392
1050,36061016200,Manhattan,641.0,4425.0,3784.0,0.392787524366,5.90327613105
1051,36061016300,Manhattan,1917.0,6456.13636364,4539.13636364,0.0525941719972,2.3678332622
1052,36061016600,Manhattan,1100.0,4870.90909091,3770.90909091,0.165975103734,3.42809917355
1053,36061016700,Manhattan,2114.0,7998.57142857,5884.57142857,0.0659045057162,2.78361940803
1054,36061016800,Manhattan,613.0,3878.57142857,3265.57142857,0.308724832215,5.3271964577
1055,36061016900,Manhattan,2071.0,7738.44155844,5667.44155844,0.0,2.736572457
1056,36061017000,Manhattan,1067.0,4644.7826087,3577.7826087,0.217067583047,3.35312334461
1057,36061017200,Manhattan,1002.0,4320.81081081,3318.81081081,0.198641765705,3.31218643793
1058,36061017300,Manhattan,1505.0,6578.0,5073.0,0.0114583333333,3.3707641196
1059,36061017500,Manhattan,1792.0,7774.28571429,5982.28571429,0.00940572894399,3.33832908164
1060,36061017700,Manhattan,979.0,6856.21621622,5877.21621622,0.204584775087,6.00328520554
1061,36061017800,Manhattan,1093.0,4967.41935484,3874.41935484,0.214574898785,3.54475695777
1062,36061018000,Manhattan,753.0,15406.1538462,14653.1538462,0.210680751174,19.4596996629
1063,36061018100,Manhattan,1072.0,9410.35714286,8338.35714286,0.0230658337338,7.77831823028
1064,36061018500,Manhattan,1733.0,7466.66666667,5733.66666667,0.009765625,3.3085208694
1065,36061018700,Manhattan,1721.0,5757.35294118,4036.35294118,0.0790830945559,2.3453532488
1066,36061018800,Manhattan,1044.0,4417.24137931,3373.24137931,0.285310734463,3.23107411811
